N,Missing,Mean,SE,95% Confidence Interval Lower,95% Confidence Interval Upper,Median,Mode,Sum,SD,Variance,IQR,Range,Minimum,Maximum,Skewness,Kurtosis,Shapiro-Wilk W,Shapiro-Wilk p value,25th,50th,75th,90th,95th,99th,Tag
30,0,1.2666666666666666,0.09509019714917896,1.0802898802542757,1.4530434530790575,1.0,1,38,0.5208304597621876,0.2712643678160917,0.0,2,1,3,1.7718931443661285,2.2734846308532006,0.5587180280308821,2.371761998311283e-08,1.0,1.0,1.0,2.0,2.0,2.710000000000001,association
9,0,1.0,0.0,,,1.0,1,9,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,callActivity
27,0,1.1481481481481481,0.06966962541673782,1.011595682331342,1.2847006139649544,1.0,1,31,0.36201399289824576,0.13105413105413113,0.0,1,1,2,1.9808869335422108,1.9239130434782625,0.42743326925736225,3.3244095547810472e-09,1.0,1.0,1.0,2.0,2.0,2.0,childLaneSet
6,0,3.1666666666666665,0.6009252125773317,1.9888532500150964,4.344480083318237,3.5,4,19,1.4719601443879746,2.166666666666667,1.75,4,1,5,-0.30531626975805126,-1.1517159763313614,0.958012063580149,0.804296016894605,2.25,3.5,4.0,4.5,4.75,4.95,dataInputAssociation
7,0,3.0,0.6546536707079771,1.716878805412365,4.283121194587635,3.0,1,21,1.7320508075688772,3.0,3.0,4,1,5,0.0,-1.5740740740740742,0.8830164563682884,0.24017790469436895,1.5,3.0,4.5,5.0,5.0,5.0,dataObject
7,0,3.0,0.6546536707079771,1.716878805412365,4.283121194587635,3.0,1,21,1.7320508075688772,3.0,3.0,4,1,5,0.0,-1.5740740740740742,0.8830164563682884,0.24017790469436895,1.5,3.0,4.5,5.0,5.0,5.0,dataObjectReference
6,0,3.3333333333333335,0.6146362971528593,2.128646190913729,4.538020475752938,4.0,4,20,1.5055453054181622,2.266666666666667,1.5,4,1,5,-0.6134724633271954,-1.0795847750865055,0.8662615478751423,0.21170547895978764,2.5,4.0,4.0,4.5,4.75,4.95,dataOutputAssociation
2,0,1.0,0.0,,,1.0,1,2,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,dataStoreReference
98,0,1.5408163265306123,0.06981742193934723,1.4039741795294918,1.6776584735317328,1.0,1,151,0.6911572149758481,0.4776982958131707,1.0,2,1,3,0.8888116052908973,-0.4422528043569458,0.7195087387280503,2.1664403008324825e-12,1.0,1.0,2.0,3.0,3.0,3.0,endEvent
50,0,1.02,0.019999999999999987,0.9808,1.0592,1.0,1,51,0.14142135623730942,0.019999999999999976,0.0,1,1,2,6.857142857142858,45.02040816326532,0.12542840513279985,1.1274100233477694e-15,1.0,1.0,1.0,1.0,1.0,1.509999999999998,eventBasedGateway
53,0,1.3773584905660377,0.10511730642049326,1.171328569981871,1.5833884111502043,1.0,1,73,0.7652655420063634,0.5856313497822931,1.0,4,1,5,2.8885055534554374,9.702388026699472,0.5302888028948374,8.968880874539971e-12,1.0,1.0,2.0,2.0,2.0,4.479999999999997,exclusiveGateway
91,0,18.406593406593405,0.5997512756706944,17.231080906278844,19.582105906907966,17.0,14,1675,5.721262529620966,32.73284493284489,7.0,27,11,38,1.2142822382329712,1.151563877636094,0.889148541624727,1.2207725066731354e-06,14.0,17.0,21.0,27.0,29.0,36.19999999999999,flowNodeRef
98,0,16.836734693877553,0.3265043120062628,16.196786242345276,17.47668314540983,17.0,17,1650,3.232227783487874,10.447296444350936,4.0,17,8,25,-0.21518106614106294,-0.07533774368622748,0.9816097978193835,0.1872399917760344,15.0,17.0,19.0,20.0,22.0,23.060000000000002,incoming
79,0,1.9620253164556962,0.07305419856632014,1.8188390872657088,2.105211545645684,2.0,2,155,0.6493199198586312,0.42161635832521926,0.0,3,1,4,0.6009444102654917,1.284367794021696,0.7632036618902129,5.913549122395926e-10,2.0,2.0,2.0,3.0,3.0,4.0,intermediateCatchEvent
55,0,1.3454545454545455,0.08295137441473864,1.1828698516016578,1.508039239307433,1.0,1,74,0.6151838574370906,0.3784511784511786,1.0,2,1,3,1.5696058090751759,1.2884873545167856,0.5973550972618907,4.929918436586056e-11,1.0,1.0,2.0,2.0,3.0,3.0,intermediateThrowEvent
91,0,2.3956043956043955,0.062271062271062314,2.2735531135531133,2.5176556776556778,2.0,2,218,0.5940280741424208,0.3528693528693534,1.0,2,2,4,1.2085912400769727,0.43475173908358133,0.6547983307366863,2.60254284181771e-13,2.0,2.0,3.0,3.0,3.5,4.0,lane
93,0,1.010752688172043,0.010752688172043012,0.9896774193548387,1.0318279569892472,1.0,1,94,0.10369516947304254,0.010752688172043013,0.0,1,1,2,9.487405839596901,88.01086956521738,0.07942380902102375,1.9431992567357777e-21,1.0,1.0,1.0,1.0,1.0,1.0799999999999983,laneSet
83,0,2.6867469879518073,0.1513264990940308,2.390147049727507,2.983346926176108,2.0,2,223,1.3786500187606074,1.9006758742286234,1.0,5,1,6,0.7164704495812005,-0.17362356479107177,0.8932428787469576,4.5107725215301035e-06,2.0,2.0,3.0,5.0,5.0,6.0,messageEventDefinition
38,0,1.0263157894736843,0.02631578947368422,0.9747368421052632,1.0778947368421055,1.0,1,39,0.16222142113076257,0.02631578947368422,0.0,1,1,2,5.918363542992858,33.027027027027,0.1524338210074807,1.614736513138786e-13,1.0,1.0,1.0,1.0,1.0,1.6300000000000026,multiInstanceLoopCharacteristics
98,0,16.846938775510203,0.32800169623378145,16.204055450891993,17.489822100128414,17.0,17,1651,3.2470511310663572,10.543341047759311,4.0,17,8,25,-0.2019015484790106,-0.08744503724191022,0.981568640295018,0.18591073093950505,15.0,17.0,19.0,20.0,22.0,23.060000000000002,outgoing
90,0,3.466666666666667,0.09637629123964367,3.2777691358369654,3.655564197496368,4.0,4,312,0.91430577827102,0.8359550561797756,1.0,5,1,6,-0.5219375814200857,1.0716267776621553,0.8119815412646436,2.3826199228209533e-09,3.0,4.0,4.0,4.0,4.0,6.0,parallelGateway
98,0,1.2551020408163265,0.050894015545911976,1.155349770346339,1.354854311286314,1.0,1,123,0.503825049200591,0.253839680201978,0.0,2,1,3,1.825429549862168,2.492985828076921,0.5422417885327184,5.678432896696222e-16,1.0,1.0,1.0,2.0,2.0,3.0,process
7,0,2.5714285714285716,0.5714285714285714,1.4514285714285717,3.6914285714285713,2.0,1,18,1.5118578920369088,2.2857142857142856,2.0,4,1,5,0.478415965387339,-1.0872395833333333,0.9151136535581537,0.43241127649220173,1.5,2.0,3.5,4.4,4.699999999999999,4.9399999999999995,property
98,0,16.806122448979593,0.3245538338905555,16.169996934554106,17.44224796340508,17.0,17,1647,3.2129190352574573,10.322848727119709,4.0,16,8,24,-0.22866539689182427,-0.15261925666154985,0.979775651160631,0.13593235301659384,15.0,17.0,19.0,20.0,22.0,23.03,sequenceFlow
6,0,3.1666666666666665,0.6009252125773317,1.9888532500150964,4.344480083318237,3.5,4,19,1.4719601443879746,2.166666666666667,1.75,4,1,5,-0.30531626975805126,-1.1517159763313614,0.958012063580149,0.804296016894605,2.25,3.5,4.0,4.5,4.75,4.95,sourceRef
