timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-31T16:57:32,cc_generate_query_node,eb29d594-777d-4165-8c71-6af4c313cb28,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1384663999997428,6.89481390785666e-07,4.979412989627422e-06,42.5,4.74997088147107,11.876811504364014,1.5206393749988617e-06,1.7000013841084185e-07,3.941620117134105e-07,2.084801525123114e-06,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:57:37,cc_cache_context_node,48efb408-0267-4fdc-8e4a-8d0d093926c4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0275959000000511,1.1990876803786232e-07,4.345166058640591e-06,42.5,0.0,11.876811504364014,3.140018055527587e-07,0.0,4.856923091293814e-08,3.625710364656968e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:58:29,cc_model_generation_node,38514b4f-df97-4bbf-a284-5fc0a4324230,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,46.974870199999714,0.0002598884369726,5.532499310080368e-06,42.5,5.514108582635955,11.876811504364014,0.0005527673710416,8.048561994300485e-05,0.0001525779494921,0.0007858309404768,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:58:34,cc_model_validation_node,6d1d807c-2d96-4611-a3d8-777a0c09bcab,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0347608000001855,2.128099055315719e-07,6.122123355343832e-06,42.5,18.117458036301063,11.876811504364014,3.983690277777896e-07,1.700001348581282e-07,7.510928586574192e-08,6.434784485016596e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:58:34,global_file_ex00_writer0001.bpmn,5058ff98-8278-468a-a00e-1cb31eceaff7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,67.88817090000066,0.0003750016668313,5.5238145594420025e-06,42.5,6.431533036772981,11.876811504364014,0.000797515116111,0.0001163828708818,0.0002200036053948,0.0011339015923878,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:58:45,cc_generate_query_node,fc2d89f9-e4b3-4d9d-8c71-439b6746ed20,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0136794999998528,5.0744180573705446e-08,3.709505506359976e-06,42.5,0.0,11.876811504364014,1.481030555579663e-07,0.0,5.333348186932506e-09,1.534364037448988e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:58:50,cc_cache_context_node,c6765b54-c022-418d-8541-46d0a32f8214,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0114246999992246,4.2936180890253014e-08,3.758188914646931e-06,42.5,0.0,11.876811504364014,1.2472805554719145e-07,0.0,5.099111072868584e-09,1.2982716662006002e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:59:34,cc_model_generation_node,388d9127-f11e-4211-bcca-d215e11aa7e2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,39.62071079999987,0.0002195212450114,5.540568066018557e-06,42.5,6.155844592471713,11.876811504364014,0.0004667751306249,6.809755447534371e-05,0.0001288990025956,0.0006637716876959,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:59:40,cc_model_validation_node,4887728d-5fce-4d8f-801a-ed45452c5417,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.050830300000598,2.544249407020377e-07,5.005379482297844e-06,42.5,14.320503985028845,11.876811504364014,5.186062500045965e-07,1.7500013882454368e-07,7.570444608773063e-08,7.693108349168708e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-31T16:59:40,global_file_ex01_writer0001.bpmn,abeee78f-cad0-4fff-8567-d4da8416fc1f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,60.13069439999981,0.0003326669901827,5.532398943704718e-06,42.5,6.358324123859654,11.876811504364014,0.0007074234390277,0.0001031303602836,0.0001953394093521,0.0010058932086635,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
