file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,25.69714069366455
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,25.946433067321777
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,28.498424768447876
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,65.96314477920532
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,68.41820740699768
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,71.88816547393799
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,46.03839445114136
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,75.57640838623047
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,55.61480498313904
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,63.27098774909973
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,74.48236680030823
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,78.46790480613708
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,62.96767711639404
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,65.18796825408936
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,77.21785807609558
TOTAL_APP,885.986918926239
