N,Missing,Mean,SE,95% Confidence Interval Lower,95% Confidence Interval Upper,Median,Mode,Sum,SD,Variance,IQR,Range,Minimum,Maximum,Skewness,Kurtosis,Shapiro-Wilk W,Shapiro-Wilk p value,25th,50th,75th,90th,95th,99th,Tag
6,0,1.3333333333333333,0.21081851067789195,0.920129052404665,1.7465376142620015,1.0,1,8,0.5163977794943222,0.26666666666666666,0.75,1,1,2,0.707106781186548,-1.4999999999999993,0.6398937048857263,0.0013507528509294285,1.0,1.0,1.75,2.0,2.0,2.0,association
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,childLaneSet
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,dataOutputAssociation
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,dataStoreReference
16,0,2.5625,0.24098322901535424,2.090172871129906,3.034827128870094,2.5,2,41,0.963932916061417,0.9291666666666667,1.0,3,1,4,0.04864718560069635,-0.8984294878240062,0.8922738631812094,0.060521054013420304,2.0,2.5,3.0,4.0,4.0,4.0,endEvent
15,0,1.7333333333333334,0.15327120894696267,1.4329217637972866,2.03374490286938,2.0,2,26,0.5936168397046636,0.3523809523809523,1.0,2,1,3,0.08168752992808892,-0.49415631848064034,0.7575640059362043,0.0011029857559029558,1.0,2.0,2.0,2.0,2.299999999999999,2.8599999999999994,exclusiveGateway
16,0,15.8125,1.1554896148386622,13.547740354916222,18.077259645083778,16.0,17,253,4.621958459354649,21.3625,2.0,23,3,26,-0.7215024254391683,2.9732497318262423,0.8454576502102148,0.011689225254388537,15.0,16.0,17.0,19.0,21.5,25.099999999999998,flowNodeRef
16,0,15.0625,0.543666181279162,13.996914284692842,16.128085715307158,15.5,15,241,2.174664725116648,4.729166666666667,1.5,8,10,18,-1.046449260718138,0.3970936754060821,0.8872425326940929,0.050390491912787404,14.75,15.5,16.25,17.0,17.25,17.85,incoming
16,0,2.6875,0.2988693973404883,2.101715981212643,3.273284018787357,3.0,3,43,1.1954775893619531,1.4291666666666667,1.25,4,1,5,0.1445111979268932,-0.8146775578202958,0.9269423590535287,0.21796653174626612,2.0,3.0,3.25,4.0,4.25,4.85,intermediateCatchEvent
9,0,2.0,0.3333333333333333,1.3466666666666667,2.6533333333333333,2.0,2,18,1.0,1.0,1.0,3,1,4,0.795495128834866,-0.18749999999999956,0.8532896179107259,0.080990848692619,1.0,2.0,2.0,3.2,3.5999999999999996,3.92,intermediateThrowEvent
16,0,2.5625,0.1818596070232933,2.206055170234345,2.918944829765655,3.0,3,41,0.7274384280931732,0.5291666666666667,1.0,3,1,4,-0.2221884803104915,-0.1749643499286999,0.8493390509697332,0.013322794578902074,2.0,3.0,3.0,3.0,3.25,3.8499999999999996,lane
16,0,1.0,0.0,,,1.0,1,16,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,laneSet
16,0,5.125,0.5467708234108083,4.053329186114816,6.196670813885184,5.5,6,82,2.187083293643233,4.783333333333333,2.25,9,1,10,0.07280822055043142,0.1693112700166326,0.949607639831584,0.483496709596633,3.75,5.5,6.0,7.0,7.75,9.549999999999999,messageEventDefinition
4,0,1.75,0.75,0.28,3.2199999999999998,1.0,1,7,1.5,2.25,0.75,3,1,4,1.1547005383792515,-0.6666666666666665,0.629776264554299,0.0012407259151036264,1.0,1.0,1.75,3.1000000000000005,3.549999999999999,3.9099999999999993,multiInstanceLoopCharacteristics
16,0,15.0625,0.543666181279162,13.996914284692842,16.128085715307158,15.5,15,241,2.174664725116648,4.729166666666667,1.5,8,10,18,-1.046449260718138,0.3970936754060821,0.8872425326940929,0.050390491912787404,14.75,15.5,16.25,17.0,17.25,17.85,outgoing
1,0,2.0,,,,2.0,2,2,,,0.0,0,2,2,,,,,2.0,2.0,2.0,2.0,2.0,2.0,parallelGateway
16,0,1.4375,0.15728821740147395,1.1292150938931111,1.7457849061068889,1.0,1,23,0.6291528696058958,0.3958333333333333,1.0,2,1,3,1.0691774405940027,0.09861495844875368,0.6950509138874897,0.00014891552620053576,1.0,1.0,2.0,2.0,2.25,2.8499999999999996,process
16,0,15.0625,0.543666181279162,13.996914284692842,16.128085715307158,15.5,15,241,2.174664725116648,4.729166666666667,1.5,8,10,18,-1.046449260718138,0.3970936754060821,0.8872425326940929,0.050390491912787404,14.75,15.5,16.25,17.0,17.25,17.85,sequenceFlow
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,standardLoopCharacteristics
16,0,1.375,0.15478479684172258,1.0716217981902236,1.6783782018097764,1.0,1,22,0.6191391873668903,0.38333333333333336,1.0,2,1,3,1.359876613415705,0.7750472589792059,0.6483266767100431,4.8030766602074334e-05,1.0,1.0,2.0,2.0,2.25,2.8499999999999996,startEvent
3,0,1.3333333333333333,0.3333333333333333,0.6799999999999999,1.9866666666666666,1.0,1,4,0.5773502691896257,0.3333333333333333,0.5,1,1,2,0.7071067811865479,-1.4999999999999993,0.75,0.0,1.0,1.0,1.5,1.8,1.9,1.98,subProcess
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,targetRef
16,0,6.1875,0.449247055267663,5.306975771675381,7.068024228324619,6.0,5,99,1.796988221070652,3.2291666666666665,2.0,8,2,10,-0.14655792645384833,0.7645802289282,0.9338544907236743,0.28039601019799076,5.0,6.0,7.0,8.0,8.5,9.7,task
2,0,1.0,0.0,,,1.0,1,2,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,terminateEventDefinition
7,0,1.7142857142857142,0.42056004125370694,0.8899880334284486,2.5385833951429797,1.0,1,12,1.1126972805283735,1.238095238095238,1.0,3,1,4,1.3760831790972032,0.5961538461538467,0.720478526677646,0.006176158570232625,1.0,1.0,2.0,2.8000000000000007,3.3999999999999986,3.879999999999999,text
7,0,1.7142857142857142,0.42056004125370694,0.8899880334284486,2.5385833951429797,1.0,1,12,1.1126972805283735,1.238095238095238,1.0,3,1,4,1.3760831790972032,0.5961538461538467,0.720478526677646,0.006176158570232625,1.0,1.0,2.0,2.8000000000000007,3.3999999999999986,3.879999999999999,textAnnotation
16,0,1.8125,0.13597640726733934,1.5459862417560148,2.079013758243985,2.0,2,29,0.5439056290693574,0.29583333333333334,0.25,2,1,3,-0.17049539314897613,0.04324538781987686,0.7187752452561338,0.0002738083676083205,1.75,2.0,2.0,2.0,2.25,2.8499999999999996,timerEventDefinition
