N,Missing,Mean,SE,95% Confidence Interval Lower,95% Confidence Interval Upper,Median,Mode,Sum,SD,Variance,IQR,Range,Minimum,Maximum,Skewness,Kurtosis,Shapiro-Wilk W,Shapiro-Wilk p value,25th,50th,75th,90th,95th,99th,Tag
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,association
12,0,1.1666666666666667,0.11236664374387369,0.9464280449286744,1.386905288404659,1.0,1,14,0.3892494720807615,0.15151515151515152,0.0,1,1,2,1.788854381999831,1.1999999999999984,0.46465225802592736,9.811232060290903e-06,1.0,1.0,1.0,1.9000000000000004,2.0,2.0,childLaneSet
52,0,5.25,0.42709425454159816,4.412895261098468,6.087104738901532,5.0,5,273,3.0798204684116017,9.485294117647058,4.5,12,1,13,0.4455366023381228,-0.4970358351861863,0.9509447846123373,0.031936754357495344,2.75,5.0,7.25,9.0,10.449999999999996,12.490000000000002,dataInputAssociation
52,0,4.730769230769231,0.34965549152944864,4.045444467371512,5.41609399416695,4.5,3,246,2.521401606913983,6.357466063348415,3.0,10,1,11,0.4111739911952364,-0.4747231333611954,0.957189335993488,0.059142433723225314,3.0,4.5,6.0,8.0,9.0,10.490000000000002,dataObject
54,0,4.7592592592592595,0.3394977022851156,4.093843762780433,5.424674755738086,4.5,4,257,2.4947884183375435,6.223969252271142,3.0,10,1,11,0.3875784075901273,-0.4718652916229087,0.9596779415672126,0.06665293621209119,3.0,4.5,6.0,8.0,9.0,10.469999999999999,dataObjectReference
54,0,3.685185185185185,0.302359778098298,3.092560020112521,4.277810350257849,3.0,3,199,2.2218815252459363,4.9367575122292084,3.0,9,1,10,0.8087551374064184,0.1909805216777487,0.9182464530288055,0.0012832563702879914,2.0,3.0,5.0,6.700000000000003,8.0,9.469999999999999,dataOutputAssociation
53,0,1.9433962264150944,0.17749894077572437,1.5954983024946747,2.291294150335514,1.0,1,103,1.2922117940781679,1.6698113207547172,1.0,5,1,6,1.455418248720467,1.3158875428006755,0.743939855680835,2.920943428272503e-08,1.0,1.0,2.0,4.0,5.0,5.479999999999997,dataStoreReference
62,0,1.8548387096774193,0.11691154772433748,1.6256920761377178,2.0839853432171207,2.0,2,115,0.920562447344341,0.8474352194606025,1.0,4,1,5,1.8156369201277964,4.2435315334610255,0.7041212962420922,6.997153765054594e-10,1.0,2.0,2.0,2.8999999999999986,3.0,5.0,endEvent
65,0,3.646153846153846,0.12486679292883021,3.401414932013339,3.8908927602943533,4.0,4,237,1.006708268795652,1.0134615384615384,1.0,4,1,5,-0.6369143179728987,-0.02046936942127031,0.876625099629266,1.021031214306505e-05,3.0,4.0,4.0,5.0,5.0,5.0,exclusiveGateway
64,0,16.4375,0.6802467310317375,15.104216407177795,17.770783592822205,16.0,16,1052,5.4419738482539,29.615079365079364,3.0,34,4,38,1.7669570844676505,5.223333858621915,0.7971367272098016,5.623410429174406e-08,14.0,16.0,17.0,22.80000000000001,26.0,36.739999999999995,flowNodeRef
65,0,14.707692307692307,0.4106298380601749,13.902857825094364,15.51252679029025,16.0,16,956,3.3106035935832234,10.960096153846154,5.0,15,5,20,-0.7821375861413526,0.45163759706552087,0.9387760190242278,0.003044505930478198,12.0,16.0,17.0,18.0,19.0,20.0,incoming
9,0,1.5555555555555556,0.2421610524189263,1.08091989281446,2.0301912182966513,1.0,1,14,0.7264831572567789,0.5277777777777778,1.0,2,1,3,0.8367210142534067,-0.5027700831024933,0.7630135894982728,0.007670534093993999,1.0,1.0,2.0,2.2,2.5999999999999996,2.92,intermediateCatchEvent
4,0,2.75,0.25,2.26,3.24,3.0,3,11,0.5,0.25,0.25,1,2,3,-1.1547005383792515,-0.6666666666666665,0.629776264554299,0.0012407259151036264,2.75,3.0,3.0,3.0,3.0,3.0,intermediateThrowEvent
64,0,3.078125,0.13044621128150258,2.822450425888255,3.333799574111745,3.0,3,197,1.0435696902520206,1.0890376984126984,1.0,4,2,6,1.0260717685269942,0.5309945121283617,0.8209553732315538,2.3877908970888124e-07,2.0,3.0,3.0,5.0,5.0,6.0,lane
65,0,1.0307692307692307,0.02158648492369581,0.9884597203187868,1.0730787412196745,1.0,1,67,0.17403580533459637,0.03028846153846152,0.0,1,1,2,5.434311918885966,27.531746031746046,0.16593512436229962,2.259963028204782e-17,1.0,1.0,1.0,1.0,1.0,2.0,laneSet
49,0,2.204081632653061,0.23506329990708835,1.7433575648351678,2.664805700470954,2.0,1,108,1.6454430993496185,2.7074829931972784,2.0,5,1,6,1.398632873420104,0.8000089959849497,0.720334091119622,2.4546681771851334e-08,1.0,2.0,3.0,6.0,6.0,6.0,messageEventDefinition
65,0,14.707692307692307,0.4106298380601749,13.902857825094364,15.51252679029025,16.0,16,956,3.3106035935832234,10.960096153846154,5.0,15,5,20,-0.7821375861413526,0.45163759706552087,0.9387760190242278,0.003044505930478198,12.0,16.0,17.0,18.0,19.0,20.0,outgoing
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,parallelGateway
