file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,35.35599970817566
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,138.92539954185486
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,51.19369101524353
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,104.25764846801758
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,121.8130829334259
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,98.5604259967804
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,98.6334445476532
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,117.6797981262207
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,142.3260781764984
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,119.43499779701233
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,52.65408754348755
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,34.70256280899048
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,35.5309157371521
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,123.16689825057983
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,83.81048202514648
TOTAL_APP,1359.453501701355
