file,total_tokens,execution_time,tokens_per_second,total_cost
ex00_writer0001.bpmn,29898,41.27768921852112,724.3138016210679,0.3154
ex01_writer0001.bpmn,29885,34.08354163169861,876.816157280033,0.31487000000000004
ex02_writer0001.bpmn,29904,0.0029969215393066406,9978239.205727924,0.31526000000000004
ex02_writer0001_1_0.bpmn,29467,37.710726737976074,781.3957075063647,0.31089000000000006
ex02_writer0001_1_1.bpmn,29467,0.0019614696502685547,15022919.164701592,0.31089000000000006
ex02_writer0001_1_2.bpmn,29467,0.002000093460083008,14732811.535105495,0.31089000000000006
ex02_writer0001_2_0.bpmn,29467,0.0019996166229248047,14736324.784547513,0.31089000000000006
ex02_writer0001_2_1.bpmn,29467,0.0030066967010498047,9800456.424391404,0.31089000000000006
ex03_writer0001.bpmn,30514,0.05390477180480957,566072.3341987589,0.33176000000000005
ex03_writer0001_1_0.bpmn,30507,47.89092445373535,637.0100462243331,0.33169000000000004
ex03_writer0001_1_1.bpmn,30507,0.0019989013671875,15261883.603053436,0.33169000000000004
ex03_writer0001_1_2.bpmn,30507,0.0030007362365722656,10166505.015731765,0.33169000000000004
ex03_writer0001_2_0.bpmn,30507,0.0019996166229248047,15256424.481697865,0.33169000000000004
ex03_writer0001_2_1.bpmn,30507,0.003000974655151367,10165697.316914277,0.33169000000000004
ex04_writer0008.bpmn,30326,0.0019180774688720703,15810623.132877564,0.32562
ex04_writer0008_1_0.bpmn,30081,61.00842785835266,493.0630251584431,0.32317
ex04_writer0008_1_1.bpmn,30081,0.0020062923431396484,14993328.416399287,0.32317
ex04_writer0008_1_2.bpmn,30081,0.0019996166229248047,15043383.64421128,0.32317
ex04_writer0008_2_0.bpmn,30081,0.0019876956939697266,15133604.249010436,0.32317
ex04_writer0008_2_1.bpmn,30081,0.0019996166229248047,15043383.64421128,0.32317
ex05_writer0013.bpmn,30294,0.001999378204345703,15151710.633913666,0.32608000000000004
ex05_writer0013_1_0.bpmn,30159,56.247775077819824,536.1812082037818,0.32473
ex05_writer0013_1_1.bpmn,30159,0.0019960403442382812,15109414.039178213,0.32473
ex05_writer0013_1_2.bpmn,30159,0.001999378204345703,15084189.641783925,0.32473
ex05_writer0013_2_0.bpmn,30159,0.0019989013671875,15087787.969465649,0.32473
ex05_writer0013_2_1.bpmn,30159,0.0060040950775146484,5023071.688678871,0.32473
ex07_writer0000.bpmn,30221,0.002003192901611328,15086415.280171387,0.32175000000000004
ex07_writer0000_1_0.bpmn,29816,47.542856216430664,627.1394352974461,0.31804000000000004
ex07_writer0000_1_1.bpmn,29833,46.23644137382507,645.2269922505059,0.31821000000000005
ex07_writer0000_1_2.bpmn,29833,0.003000497817993164,9942683.451092571,0.31821000000000005
ex07_writer0000_2_0.bpmn,29816,0.003001689910888672,9933071.331532963,0.31804000000000004
ex07_writer0000_2_1.bpmn,29833,0.0020177364349365234,14785380.034503132,0.31821000000000005
ex08_writer0000.bpmn,30678,0.0030007362365722656,10223491.030668998,0.33190000000000003
ex08_writer0000_1_0.bpmn,30370,60.03374266624451,505.8821697797679,0.32908000000000004
ex08_writer0000_1_1.bpmn,30387,68.2506971359253,445.2262214916647,0.32933
ex08_writer0000_1_2.bpmn,30387,0.0029990673065185547,10132150.063439066,0.32933
ex08_writer0000_2_0.bpmn,30370,0.0029976367950439453,10131314.123916328,0.32908000000000004
ex08_writer0000_2_1.bpmn,30387,0.0029985904693603516,10133761.28234078,0.32933
ex09_writer0002.bpmn,30606,0.0010006427764892578,30586339.819871336,0.32784
ex09_writer0002_1_0.bpmn,30023,43.89966130256653,683.9004928323843,0.32201
ex09_writer0002_1_1.bpmn,30023,0.001764535903930664,17014672.205377653,0.32201
ex09_writer0002_1_2.bpmn,30023,0.0029997825622558594,10008392.06739787,0.32201
ex09_writer0002_2_0.bpmn,30023,0.0019989013671875,15019750.595419846,0.32201
ex09_writer0002_2_1.bpmn,30023,0.0029997825622558594,10008392.06739787,0.32201
ex10_writer0000.bpmn,30839,0.0019865036010742188,15524260.808449352,0.34183
ex10_writer0000_1_0.bpmn,31189,87.71274971961975,355.58114526905075,0.34533
ex10_writer0000_1_1.bpmn,31189,0.0019996166229248047,15597489.860021463,0.34533
ex10_writer0000_1_2.bpmn,31189,0.0029287338256835938,10649311.906219473,0.34533
ex10_writer0000_2_0.bpmn,31189,0.0030031204223632812,10385530.919021912,0.34533
ex10_writer0000_2_1.bpmn,31189,0.003000020980834961,10396260.625923866,0.34533
