total_emissions,file_name
0.0015462370936158193,2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy
0.0014224967009480087,2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy
0.0014114719426892844,2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy
0.0014103451085385598,2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy
0.0014345998456117592,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy
0.0014223340647700254,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy
0.0013957104816421679,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy
0.001399714212605505,2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy
0.0014049052124613596,2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy
0.0013642220639245878,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy
0.01848493547565328,2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy
0.0022763725691222914,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy
0.0024253399006939815,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy
0.009264244470351244,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy
0.003000143468128005,2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy
0.05510299505107997,TOTAL_APP
