file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.006821124769774386
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.010137745471989576
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.0025304035117480026
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0062286515889727525
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.0023994720052659723
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.0030107604781766323
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.001757471461145577
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.007429608718457505
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.003395803557203067
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.0033306073350518805
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.00547507426115248
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.001851087875896182
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0052460734942572146
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0057526939545120975
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.005261814747071217
TOTAL_APP,0.07593061646115574
