total_emissions,file_name
0.004983082722960604,2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy
0.0017990423000420884,2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy
0.001201967368866022,2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy
0.0005775627927798933,2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy
0.0012304026744655691,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy
0.0012426776683703592,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy
0.001254559468028731,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy
0.0012529457742400333,2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy
0.001232742101667555,2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy
0.0011433209724960886,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy
0.0010974329802435202,2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy
0.0014772564207499287,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy
0.0011352035909771737,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy
0.0012189265822066045,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy
0.0014076176076045774,2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy
0.024284921206229253,TOTAL_APP
