file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,29.94394874572754
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,167.56970977783203
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,33.65037131309509
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,24.69997549057007
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,31.99228596687317
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,103.33678483963013
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,72.89303779602051
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,29.861917972564697
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,86.59149241447449
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,31.024608612060547
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,83.46303486824036
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,30.64608407020569
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,31.956979751586914
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,33.01768612861633
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,64.69955825805664
TOTAL_APP,856.00146651268
