File,Tag,Occurrences,Category,CategoryEMF
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,name,39,Uncategorized,Uncategorized
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,nchannels,8,Uncategorized,Relations
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,nfrom,8,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,nto,8,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,queuesize,8,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,rendezvous,8,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,message,8,Uncategorized,Classes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,entry,8,Uncategorized,Classes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,type,8,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,processes,7,Uncategorized,Classes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,ports,4,Uncategorized,Classes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,nodes,3,Uncategorized,Classes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,{http://www.w3.org/2001/xmlschema-instance}type,3,Uncategorized,Uncategorized
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,pchannels,2,Uncategorized,Relations
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,pfrom,2,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,pto,2,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,behaviorspecification,1,Uncategorized,Uncategorized
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,{http://www.omg.org/xmi}version,1,Uncategorized,Uncategorized
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,direction,1,Uncategorized,Uncategorized
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,portextension,1,Uncategorized,Attributes
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,processextension,1,Uncategorized,Uncategorized
