File,Tag,Occurrences,Category,CategoryEMF
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,name,81,Uncategorized,Uncategorized
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,nchannels,20,Uncategorized,Relations
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,nfrom,20,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,nto,20,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,rendezvous,20,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,message,20,Uncategorized,Classes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,entry,19,Uncategorized,Classes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,type,19,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,queuesize,18,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,processes,16,Uncategorized,Classes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,ports,4,Uncategorized,Classes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,nodes,3,Uncategorized,Classes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,{http://www.w3.org/2001/xmlschema-instance}type,3,Uncategorized,Uncategorized
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,pchannels,2,Uncategorized,Relations
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,pfrom,2,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,pto,2,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,behaviorspecification,1,Uncategorized,Uncategorized
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,{http://www.omg.org/xmi}version,1,Uncategorized,Uncategorized
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,portextension,1,Uncategorized,Attributes
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,processextension,1,Uncategorized,Uncategorized
