file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.0005004499222749451
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.0007025378533757172
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.00047795049076432305
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.00045476822631159217
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.00043706357986311056
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.00021095930400455952
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.00037941859990376893
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.00014645924714203846
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.0005383209560110879
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00045901453980292804
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.0002030489907847337
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.00016432296910304836
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0001538521673191479
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0001499763525293683
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.000537485859155124
TOTAL_APP,0.005928985538974518
