file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,95.27290439605713
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,131.61236953735352
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,91.18322348594666
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,87.08423495292664
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,83.85201001167297
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,42.985260009765625
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,73.39170122146606
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,31.410714626312256
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,102.0879259109497
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,87.80826258659363
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,41.52730345726013
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,34.54434823989868
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,32.684529066085815
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,31.887808561325073
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,101.8230664730072
TOTAL_APP,1069.7981877326965
