file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.0023428189659297476
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.011499506715447794
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.010478578422528145
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.009571694012547882
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.00805064685881131
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.01143725155482601
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.002617804129457854
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.004276388843150884
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.002869132304590157
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.009426454704735531
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.009488251102625984
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.002777887552412629
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0027283254849657197
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0026100126722510934
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.011743844500011823
TOTAL_APP,0.10759587645797135
