total_emissions,node
5.278797134934791e-08,generate_query_node
5.0412634043510506e-08,cache_context_node
0.0001864211900062909,model_generation_node
0.00019057052033875747,model_validation_node
0.0003177717115502295,model_validation_node
0.00020195317908901136,model_validation_node
3.42916263228625e-07,model_generation_node
3.1426398432990113e-07,model_validation_node
4.891263603432123e-07,model_validation_node
4.519824038472937e-07,model_validation_node
0.0011754581137864819,FILE_ex10_writer0000.bpmn
