node,total_emissions
generate_query_node,1.161646660235871e-07
cache_context_node,5.940084517916054e-08
model_generation_node,4.616641609106024e-05
model_validation_node,4.3389672814339656e-05
model_validation_node,3.681568316292862e-05
model_validation_node,3.456882824919299e-05
model_generation_node,2.1682729721521099e-07
model_validation_node,1.2677650190752956e-07
model_validation_node,1.629184653977473e-07
model_validation_node,7.522520056194401e-08
FILE_2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.00043706357986311056
