node,total_emissions
generate_query_node,6.317955449047731e-08
cache_context_node,5.2009788362269486e-08
model_generation_node,2.5497095073055717e-05
model_validation_node,2.0516639480990654e-05
model_validation_node,3.089481136222787e-05
model_validation_node,2.7671794063259587e-05
model_generation_node,2.8565883773431716e-07
model_validation_node,8.99061145251185e-08
model_validation_node,8.361440854814182e-08
model_validation_node,8.040539184648838e-08
FILE_2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.00037941859990376893
