file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,109.3048803806305
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,161.16325664520264
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,44.02276563644409
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,100.9559063911438
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,42.13008093833923
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,51.64726281166077
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,32.219871520996094
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,120.32180619239807
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,57.42789840698242
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,56.09553241729736
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,89.3217043876648
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,33.30428123474121
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,85.51575636863708
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,92.97074007987976
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,85.68669104576111
TOTAL_APP,1163.9038898944855
