File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
DigitalCamNominal,388,0.714705882,473,0.80811359,0.995560488,0.803952035,0.950198111,0.845149418,0.761781953,0.667288492,0.763636364,0.576086957,0.45045045,0.373015873,0.865979381,0.731034483,0.621118012,0.543352601,0.703389831,0.5546875,0.448529412,0.382978723
DigitalCamParallel,2396,0.343381748,2482,0.503401361,1,0.653678013,0.524485564,0.235155676,0.107911096,0.093927369,0.5,0.310679612,0.198412698,0.13986014,0.666666667,0.474074074,0.331125828,0.245398773,0.263975155,0.153846154,0.098092643,0.077956989
FIRFIRGCD,1826,0.338405797,1986,0.489984592,0.997820163,0.67813655,0.357109118,0.197482153,0.107211253,0.043433588,0.347222222,0.196969697,0.114457831,0.067708333,0.515463918,0.329113924,0.205405405,0.126829268,0.187739464,0.107913669,0.06993007,0.04467354
RTApp,570,0.497354497,737,0.666062528,0.9303233,0.808968843,0.592944521,0.312379009,0.207039387,0.102295632,0.440677966,0.252525253,0.155172414,0.103174603,0.611764706,0.403225806,0.268656716,0.18705036,0.330827068,0.19047619,0.123376623,0.082278481
RTAppPaper,615,0.532674772,775,0.666379681,0.974197609,0.773600118,0.388239572,0.144846533,0.120444781,0.110253097,0.301587302,0.196078431,0.147826087,0.112,0.463414634,0.327868852,0.257575758,0.201438849,0.236842105,0.134146341,0.101796407,0.083333333
RTAppPaper202,879,0.478956728,1092,0.623966942,0.975959079,0.753731717,0.516819713,0.257257669,0.187173917,0.098459878,0.285714286,0.179245283,0.108527132,0.075342466,0.444444444,0.304,0.195804196,0.140127389,0.260638298,0.129807692,0.08372093,0.054794521
HepsyExample,1668,0.316953317,1707,0.476540938,0.997630332,0.657752979,0.615044883,0.326836797,0.218454441,0.136683132,0.462962963,0.255555556,0.174311927,0.129032258,0.632911392,0.407079646,0.296875,0.228571429,0.194331984,0.114068441,0.081784387,0.0625
Sobel,360,0.771428571,462,0.847926267,0.971756038,0.823703409,0.88540543,0.640585859,0.521175213,0.358448825,0.4,0.215384615,0.150326797,0.102857143,0.571428571,0.35443038,0.261363636,0.186528497,0.574074074,0.304123711,0.206730769,0.126696833
Roberts,492,0.682375726,630,0.790836653,0.954154728,0.824305879,0.87933735,0.639133817,0.512019653,0.343849518,0.383561644,0.237704918,0.156462585,0.1,0.554455446,0.38410596,0.270588235,0.181818182,0.555555556,0.315789474,0.203883495,0.118181818
RASTA-PLP,920,0.498090562,1163,0.64746893,0.969014085,0.778736138,0.614033091,0.347555118,0.166988878,0.049944537,0.288888889,0.150943396,0.083333333,0.055299539,0.448275862,0.262295082,0.153846154,0.104803493,0.333333333,0.158333333,0.078125,0.045801527
Susan,453,0.658371041,591,0.763505402,0.989717224,0.830790146,0.885299938,0.615022737,0.493409977,0.32057756,0.414285714,0.226890756,0.157142857,0.106918239,0.585858586,0.369863014,0.271604938,0.193181818,0.558823529,0.296296296,0.202312139,0.12568306
JPEGencoder,2353,0.329056173,2445,0.486452426,0.998016857,0.652480101,0.877010712,0.77692002,0.669920715,0.553165272,0.38028169,0.223140496,0.135135135,0.08045977,0.551020408,0.364864865,0.238095238,0.14893617,0.24057971,0.154471545,0.104166667,0.07106599
JPEGReduced,761,0.572231591,884,0.709592641,0.991172143,0.768819289,0.92476456,0.830463251,0.756278193,0.650395524,0.371794872,0.229007634,0.158227848,0.109289617,0.542056075,0.372670807,0.273224044,0.197044335,0.463276836,0.297979798,0.220095694,0.155251142
FIRFIRGCDext,2705,0.32493137,2845,0.480934136,0.984206151,0.645024037,0.804243406,0.597044314,0.468941615,0.288155277,0.375,0.206349206,0.128205128,0.081967213,0.545454545,0.342105263,0.227272727,0.151515152,0.203309693,0.119205298,0.079059829,0.047916667
FIRFIRGCD_HPV,1747,0.421139828,1958,0.578924731,0.986111111,0.704997283,0.668543155,0.537849859,0.460100085,0.358345512,0.475409836,0.275229358,0.187969925,0.129032258,0.644444444,0.431654676,0.316455696,0.228571429,0.249275362,0.162601626,0.120734908,0.084183673
