File,Tag,Occurrences,Category,CategoryEMF
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,name,75,Uncategorized,Uncategorized
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,nchannels,17,Uncategorized,Relations
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,nfrom,17,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,nto,17,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,queuesize,17,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,rendezvous,17,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,message,17,Uncategorized,Classes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,entry,17,Uncategorized,Classes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,type,17,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,processes,13,Uncategorized,Classes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,ports,6,Uncategorized,Classes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,nodes,3,Uncategorized,Classes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,{http://www.w3.org/2001/xmlschema-instance}type,3,Uncategorized,Uncategorized
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,pchannels,3,Uncategorized,Relations
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,pfrom,3,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,pto,3,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,portextension,2,Uncategorized,Attributes
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,behaviorspecification,1,Uncategorized,Uncategorized
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,{http://www.omg.org/xmi}version,1,Uncategorized,Uncategorized
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,processextension,1,Uncategorized,Uncategorized
