file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.003649813552232769
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.010463067915026852
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.0032996953316695938
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0012648012637945193
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.011166222679988732
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.0024046244737925245
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.003060081230909572
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.004400449761802277
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.002596125216268024
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.003283954637893882
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.011618795330575304
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.0022812597708339265
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0023743278773703477
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.005742965290107806
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.009518596471865077
TOTAL_APP,0.08187240711235079
