file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,25.274780988693237
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,26.422009229660034
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,25.085744857788086
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,25.647538900375366
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,25.7979838848114
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,25.11575412750244
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,25.148310661315918
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,26.38478684425354
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,26.242040395736694
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,25.694434881210327
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,25.768004417419434
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,25.577799797058105
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,32.50457453727722
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,86.09624552726746
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,94.33808779716492
TOTAL_APP,522.5052146911621
