file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.0001126420189654647
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.00011805162741424175
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.0001116563077049379
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.00011357260486570234
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.00011326729530369241
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.00011150883417857648
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.00011186650257254334
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.00011735381586985782
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.00011709106954022871
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00011407772465548114
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.00011406846937109212
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.00011306865750206513
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.00015231640335344615
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.00044815708767963403
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.0004944649420415139
TOTAL_APP,0.002888273138652554
