node,total_emissions
generate_query_node,5.5449906538039914e-08
cache_context_node,4.894867560352467e-08
model_generation_node,3.590115495472212e-05
model_validation_node,2.9388051864797962e-05
model_validation_node,4.139255211849592e-05
model_validation_node,2.8455636762240034e-05
model_generation_node,2.3486281180927606e-07
model_validation_node,2.07390145794021e-07
model_validation_node,2.998257350799108e-05
model_validation_node,1.3771833359312742e-07
FILE_2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.00044815708767963403
