node,total_emissions
generate_query_node,5.11297034322467e-08
cache_context_node,5.992792334274581e-08
model_generation_node,2.8201692937228667e-05
model_validation_node,2.5440897393325954e-05
model_validation_node,3.3522774280382955e-05
model_validation_node,4.8482475526235604e-05
model_generation_node,1.845084901393573e-07
model_validation_node,2.2896335772035023e-07
model_validation_node,2.504940624505399e-07
model_validation_node,9.089040933381158e-08
FILE_2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.00042268178921628233
