File,Tag,Occurrences,Category,CategoryEMF
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,name,27,Uncategorized,Uncategorized
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,nchannels,5,Uncategorized,Relations
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,nfrom,5,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,nto,5,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,rendezvous,5,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,message,5,Uncategorized,Classes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,entry,5,Uncategorized,Classes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,type,5,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,ports,4,Uncategorized,Classes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,queuesize,4,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,processes,4,Uncategorized,Classes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,nodes,3,Uncategorized,Classes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,{http://www.w3.org/2001/xmlschema-instance}type,3,Uncategorized,Uncategorized
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,pchannels,2,Uncategorized,Relations
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,pfrom,2,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,pto,2,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,behaviorspecification,1,Uncategorized,Uncategorized
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,{http://www.omg.org/xmi}version,1,Uncategorized,Uncategorized
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,direction,1,Uncategorized,Uncategorized
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,portextension,1,Uncategorized,Attributes
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,processextension,1,Uncategorized,Uncategorized
