total_emissions,node
6.343149552587272e-06,generate_query_node
4.640293226400796e-08,cache_context_node
0.0009624244223447309,model_generation_node
0.0004400042602982671,model_validation_node
0.00042650310612780767,model_validation_node
0.0008233667169456418,model_validation_node
2.341599158264686e-07,model_generation_node
0.0004987562337250681,model_validation_node
0.00036905734814097476,model_validation_node
6.653842091971707e-06,model_validation_node
0.006901245981616099,FILE_2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy
