file,total_tokens,execution_time,tokens_per_second,total_cost
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,4804,9.457764387130737,507.9424484856955,0.01238
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,5103,0.001001119613647461,5097293.001190759,0.015162
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird_1_0.hepsy,6009,13.183830499649048,455.7855928259969,0.016909999999999998
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird_1_1.hepsy,5990,11.851367473602295,505.4269065018961,0.016876
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird_1_2.hepsy,5991,9.973848104476929,600.6708681788366,0.016877999999999997
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird_2_0.hepsy,6031,11.376844644546509,530.111835788402,0.017034
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird_2_1.hepsy,6010,9.110658645629883,659.6669059577621,0.016916
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,4620,13.077998399734497,353.2650684598488,0.012004
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird_1_0.hepsy,4836,6.668191194534302,725.2341540482389,0.01206
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,4620,0.00199127197265625,2320125.057471264,0.012004
2024-02-14 14.40 02%20-%20RT%20App-representations.aird_1_0.hepsy,4932,5.140192031860352,959.4972268409587,0.012643999999999999
2024-02-14 14.40 02%20-%20RT%20App-representations.aird_1_1.hepsy,4912,8.881206274032593,553.078022110803,0.012511999999999999
2024-02-14 14.40 02%20-%20RT%20App-representations.aird_1_2.hepsy,4893,13.506815910339355,362.26154502146204,0.012489999999999998
2024-02-14 14.40 02%20-%20RT%20App-representations.aird_2_0.hepsy,4929,7.183557033538818,686.1503259440036,0.012625999999999998
2024-02-14 14.40 02%20-%20RT%20App-representations.aird_2_1.hepsy,4911,10.28544282913208,477.4709345610554,0.01251
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,4551,0.002000093460083008,2275393.6707593277,0.012018000000000001
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird_1_0.hepsy,5007,12.879300832748413,388.76333933194707,0.01293
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird_1_1.hepsy,4994,7.33378791809082,680.9577882230429,0.01284
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird_1_2.hepsy,4974,10.031715154647827,495.82747549360784,0.012804
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird_2_0.hepsy,5007,9.496089935302734,527.2696482565882,0.01293
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird_2_1.hepsy,4992,16.189221143722534,308.3533145716326,0.012836
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,4624,0.001998424530029297,2313822.679074207,0.01222
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird_1_0.hepsy,5042,5.9127819538116455,852.728891304659,0.013056
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird_1_1.hepsy,5041,6.783415079116821,743.1360076311771,0.01307
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird_1_2.hepsy,5040,7.646791696548462,659.099946749551,0.013052
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird_2_0.hepsy,5043,6.460872411727905,780.5447435931168,0.013073999999999999
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird_2_1.hepsy,5045,6.477295637130737,778.8744381343068,0.013078
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,4362,0.0009996891021728516,4363356.558072979,0.010844
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird_1_0.hepsy,4448,7.303063631057739,609.0594611669533,0.011016
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird_1_1.hepsy,4563,6.728566408157349,678.1533722351415,0.011246
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird_1_2.hepsy,4577,12.380236625671387,369.70214208258614,0.01133
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird_2_0.hepsy,4448,0.002004861831665039,2218606.7537162565,0.011016
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird_2_1.hepsy,4563,0.002004861831665039,2275967.315019622,0.011246
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,4671,0.001001596450805664,4663554.864079981,0.01261
2024-02-14 15.51 06%20-%20Sobel-representations.aird_1_0.hepsy,5183,18.131885051727295,285.850036287664,0.013634
2024-02-14 15.51 06%20-%20Sobel-representations.aird_1_1.hepsy,5116,7.144557952880859,716.069494255709,0.013260000000000001
2024-02-14 15.51 06%20-%20Sobel-representations.aird_1_2.hepsy,5061,7.79185938835144,649.5240414073718,0.013149999999999998
2024-02-14 15.51 06%20-%20Sobel-representations.aird_2_0.hepsy,5179,6.714113473892212,771.3602131001373,0.013626
2024-02-14 15.51 06%20-%20Sobel-representations.aird_2_1.hepsy,5178,10.911523342132568,474.5441894447712,0.013623999999999999
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,4688,0.001997709274291992,2346687.8090464254,0.012611999999999998
2024-02-14 15.52 07%20-%20Roberts-representations.aird_1_0.hepsy,5102,9.236036777496338,552.4014382912653,0.0132
2024-02-14 15.52 07%20-%20Roberts-representations.aird_1_1.hepsy,5047,6.872385263442993,734.3883974094178,0.013114
2024-02-14 15.52 07%20-%20Roberts-representations.aird_1_2.hepsy,5050,17.715737342834473,285.05728563663683,0.01312
2024-02-14 15.52 07%20-%20Roberts-representations.aird_2_0.hepsy,5163,9.946533441543579,519.0753170783856,0.01357
2024-02-14 15.52 07%20-%20Roberts-representations.aird_2_1.hepsy,5108,22.191891193389893,230.17416386402778,0.013236000000000001
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,4436,0.002000093460083008,2217896.3576111575,0.01126
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird_1_0.hepsy,4710,4.283124208450317,1099.6645837885078,0.011864
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird_1_1.hepsy,4762,22.62977147102356,210.43075959019447,0.011968
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird_1_2.hepsy,4761,5.473501443862915,869.8271205058697,0.011949999999999999
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird_2_0.hepsy,4710,0.0010979175567626953,4289939.596091205,0.011864
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird_2_1.hepsy,4761,24.709020137786865,192.68267108330718,0.011949999999999999
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,4468,13.465867519378662,331.80186821013376,0.011428
2024-02-14 17.00 09%20-%20Susan-representations.aird_1_0.hepsy,4707,6.007116794586182,783.5705815212564,0.011586
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,4592,8.609001874923706,533.3951678388611,0.011956
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,4514,9.959717512130737,453.22570589999543,0.011536
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,4582,0.0009982585906982422,4589993.0566037735,0.012116
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird_1_0.hepsy,4994,5.36509370803833,930.8318310484804,0.012992
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird_1_1.hepsy,5041,6.3158440589904785,798.1514351710816,0.01307
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird_1_2.hepsy,4966,38.03628587722778,130.55954033022795,0.012616
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird_2_0.hepsy,4994,0.0010008811950683594,4989603.18627918,0.012992
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird_2_1.hepsy,4968,6.320563554763794,786.005861179203,0.01262
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,4670,0.0010004043579101562,4668112.411820781,0.012511999999999999
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird_1_0.hepsy,4984,7.957591772079468,626.320140910871,0.01318
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird_1_1.hepsy,5115,5.896374464035034,867.482218301936,0.013458000000000001
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird_1_2.hepsy,5124,7.016168832778931,730.3130985191117,0.013508
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird_2_0.hepsy,4984,0.0019996166229248047,2492477.779420532,0.01318
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird_2_1.hepsy,5115,0.0010008811950683594,5110496.655550262,0.013458000000000001
