File,Tag,Occurrences,Category,CategoryEMF
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,name,27,Uncategorized,Uncategorized
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,queuesize,5,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,rendezvous,5,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,message,5,Uncategorized,Classes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,entry,5,Uncategorized,Classes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,type,5,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,ports,4,Uncategorized,Classes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,nchannels,4,Uncategorized,Relations
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,nfrom,4,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,nto,4,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,processes,4,Uncategorized,Classes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,nodes,3,Uncategorized,Classes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,{http://www.w3.org/2001/xmlschema-instance}type,3,Uncategorized,Uncategorized
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,pchannels,3,Uncategorized,Relations
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,pfrom,3,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,pto,2,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,behaviorspecification,1,Uncategorized,Uncategorized
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,{http://www.omg.org/xmi}version,1,Uncategorized,Uncategorized
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,portextension,1,Uncategorized,Attributes
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,processextension,1,Uncategorized,Uncategorized
