File,Tag,Occurrences,Category
ex09_writer0002.bpmn,flowNodeRef,17,Uncategorized
ex09_writer0002.bpmn,incoming,16,Connecting Objects
ex09_writer0002.bpmn,outgoing,16,Connecting Objects
ex09_writer0002.bpmn,sequenceFlow,16,Connecting Objects
ex09_writer0002.bpmn,messageEventDefinition,5,Uncategorized
ex09_writer0002.bpmn,task,5,Flow Objects
ex09_writer0002.bpmn,lane,3,Swim Lanes
ex09_writer0002.bpmn,endEvent,3,Flow Objects
ex09_writer0002.bpmn,timerEventDefinition,2,Uncategorized
ex09_writer0002.bpmn,startEvent,2,Flow Objects
ex09_writer0002.bpmn,intermediateThrowEvent,2,Flow Objects
ex09_writer0002.bpmn,intermediateCatchEvent,2,Flow Objects
ex09_writer0002.bpmn,exclusiveGateway,2,Flow Objects
ex09_writer0002.bpmn,process,1,Uncategorized
ex09_writer0002.bpmn,laneSet,1,Swim Lanes
ex09_writer0002.bpmn,subProcess,1,Flow Objects
ex09_writer0006.bpmn,flowNodeRef,26,Uncategorized
ex09_writer0006.bpmn,outgoing,16,Connecting Objects
ex09_writer0006.bpmn,incoming,16,Connecting Objects
ex09_writer0006.bpmn,sequenceFlow,16,Connecting Objects
ex09_writer0006.bpmn,messageEventDefinition,6,Uncategorized
ex09_writer0006.bpmn,task,6,Flow Objects
ex09_writer0006.bpmn,lane,4,Swim Lanes
ex09_writer0006.bpmn,intermediateCatchEvent,4,Flow Objects
ex09_writer0006.bpmn,timerEventDefinition,3,Uncategorized
ex09_writer0006.bpmn,process,2,Uncategorized
ex09_writer0006.bpmn,startEvent,2,Flow Objects
ex09_writer0006.bpmn,endEvent,2,Flow Objects
ex09_writer0006.bpmn,exclusiveGateway,2,Flow Objects
ex09_writer0006.bpmn,childLaneSet,1,Uncategorized
ex09_writer0006.bpmn,laneSet,1,Swim Lanes
ex09_writer0006.bpmn,intermediateThrowEvent,1,Flow Objects
ex09_writer0020.bpmn,flowNodeRef,20,Uncategorized
ex09_writer0020.bpmn,outgoing,18,Connecting Objects
ex09_writer0020.bpmn,incoming,18,Connecting Objects
ex09_writer0020.bpmn,sequenceFlow,18,Connecting Objects
ex09_writer0020.bpmn,task,10,Flow Objects
ex09_writer0020.bpmn,messageEventDefinition,6,Uncategorized
ex09_writer0020.bpmn,endEvent,4,Flow Objects
ex09_writer0020.bpmn,lane,3,Swim Lanes
ex09_writer0020.bpmn,timerEventDefinition,2,Uncategorized
ex09_writer0020.bpmn,textAnnotation,2,Uncategorized
ex09_writer0020.bpmn,text,2,Uncategorized
ex09_writer0020.bpmn,startEvent,2,Flow Objects
ex09_writer0020.bpmn,exclusiveGateway,2,Flow Objects
ex09_writer0020.bpmn,intermediateCatchEvent,2,Flow Objects
ex09_writer0020.bpmn,association,2,Flow Objects
ex09_writer0020.bpmn,process,1,Uncategorized
ex09_writer0020.bpmn,laneSet,1,Swim Lanes
ex09_writer0021.bpmn,flowNodeRef,13,Uncategorized
ex09_writer0021.bpmn,outgoing,13,Connecting Objects
ex09_writer0021.bpmn,incoming,13,Connecting Objects
ex09_writer0021.bpmn,sequenceFlow,13,Connecting Objects
