File,Tag,Occurrences,Category
ex03_writer0001.bpmn,targetRef,23,Connecting Objects
ex03_writer0001.bpmn,incoming,19,Connecting Objects
ex03_writer0001.bpmn,outgoing,19,Connecting Objects
ex03_writer0001.bpmn,sequenceFlow,19,Connecting Objects
ex03_writer0001.bpmn,flowNodeRef,18,Uncategorized
ex03_writer0001.bpmn,dataInputAssociation,13,Uncategorized
ex03_writer0001.bpmn,sourceRef,13,Connecting Objects
ex03_writer0001.bpmn,property,11,Uncategorized
ex03_writer0001.bpmn,dataObjectReference,11,Uncategorized
ex03_writer0001.bpmn,task,11,Flow Objects
ex03_writer0001.bpmn,dataObject,11,Artifacts
ex03_writer0001.bpmn,dataOutputAssociation,10,Uncategorized
ex03_writer0001.bpmn,dataStoreReference,4,Uncategorized
ex03_writer0001.bpmn,exclusiveGateway,4,Flow Objects
ex03_writer0001.bpmn,process,2,Uncategorized
ex03_writer0001.bpmn,lane,2,Swim Lanes
ex03_writer0001.bpmn,endEvent,2,Flow Objects
ex03_writer0001.bpmn,messageEventDefinition,1,Uncategorized
ex03_writer0001.bpmn,laneSet,1,Swim Lanes
ex03_writer0001.bpmn,startEvent,1,Flow Objects
ex03_writer0002.bpmn,flowNodeRef,16,Uncategorized
ex03_writer0002.bpmn,incoming,16,Connecting Objects
ex03_writer0002.bpmn,outgoing,16,Connecting Objects
ex03_writer0002.bpmn,sequenceFlow,16,Connecting Objects
ex03_writer0002.bpmn,targetRef,13,Connecting Objects
ex03_writer0002.bpmn,task,9,Flow Objects
ex03_writer0002.bpmn,dataInputAssociation,8,Uncategorized
ex03_writer0002.bpmn,sourceRef,8,Connecting Objects
ex03_writer0002.bpmn,property,7,Uncategorized
ex03_writer0002.bpmn,dataOutputAssociation,5,Uncategorized
ex03_writer0002.bpmn,dataObjectReference,4,Uncategorized
ex03_writer0002.bpmn,exclusiveGateway,4,Flow Objects
ex03_writer0002.bpmn,dataObject,4,Artifacts
ex03_writer0002.bpmn,lane,3,Swim Lanes
ex03_writer0002.bpmn,startEvent,3,Flow Objects
ex03_writer0002.bpmn,process,2,Uncategorized
ex03_writer0002.bpmn,dataStoreReference,2,Uncategorized
ex03_writer0002.bpmn,messageEventDefinition,2,Uncategorized
ex03_writer0002.bpmn,endEvent,2,Flow Objects
ex03_writer0002.bpmn,childLaneSet,1,Uncategorized
ex03_writer0002.bpmn,laneSet,1,Swim Lanes
ex03_writer0005.bpmn,incoming,18,Connecting Objects
ex03_writer0005.bpmn,outgoing,18,Connecting Objects
ex03_writer0005.bpmn,sequenceFlow,18,Connecting Objects
ex03_writer0005.bpmn,flowNodeRef,17,Uncategorized
ex03_writer0005.bpmn,task,9,Flow Objects
ex03_writer0005.bpmn,exclusiveGateway,5,Flow Objects
ex03_writer0005.bpmn,targetRef,4,Connecting Objects
ex03_writer0005.bpmn,dataOutputAssociation,3,Uncategorized
ex03_writer0005.bpmn,dataObjectReference,3,Uncategorized
ex03_writer0005.bpmn,lane,3,Swim Lanes
ex03_writer0005.bpmn,dataObject,3,Artifacts
ex03_writer0005.bpmn,process,2,Uncategorized
ex03_writer0005.bpmn,endEvent,2,Flow Objects
ex03_writer0005.bpmn,property,1,Uncategorized
ex03_writer0005.bpmn,dataInputAssociation,1,Uncategorized
ex03_writer0005.bpmn,messageEventDefinition,1,Uncategorized
ex03_writer0005.bpmn,dataStoreReference,1,Uncategorized
ex03_writer0005.bpmn,laneSet,1,Swim Lanes
ex03_writer0005.bpmn,startEvent,1,Flow Objects
ex03_writer0005.bpmn,sourceRef,1,Connecting Objects
ex03_writer0006.bpmn,flowNodeRef,10,Uncategorized
ex03_writer0006.bpmn,incoming,9,Connecting Objects
ex03_writer0006.bpmn,outgoing,9,Connecting Objects
ex03_writer0006.bpmn,sequenceFlow,9,Connecting Objects
ex03_writer0006.bpmn,task,5,Flow Objects
ex03_writer0006.bpmn,exclusiveGateway,4,Flow Objects
ex03_writer0006.bpmn,process,2,Uncategorized
ex03_writer0006.bpmn,lane,2,Swim Lanes
ex03_writer0006.bpmn,messageEventDefinition,1,Uncategorized
ex03_writer0006.bpmn,laneSet,1,Swim Lanes
ex03_writer0006.bpmn,startEvent,1,Flow Objects
ex03_writer0008.bpmn,flowNodeRef,18,Uncategorized
ex03_writer0008.bpmn,incoming,16,Connecting Objects
ex03_writer0008.bpmn,outgoing,16,Connecting Objects
ex03_writer0008.bpmn,sequenceFlow,16,Connecting Objects
ex03_writer0008.bpmn,task,8,Flow Objects
ex03_writer0008.bpmn,messageEventDefinition,6,Uncategorized
ex03_writer0008.bpmn,endEvent,5,Flow Objects
ex03_writer0008.bpmn,targetRef,5,Connecting Objects
ex03_writer0008.bpmn,property,4,Uncategorized
ex03_writer0008.bpmn,dataInputAssociation,4,Uncategorized
ex03_writer0008.bpmn,sourceRef,4,Connecting Objects
ex03_writer0008.bpmn,lane,3,Swim Lanes
ex03_writer0008.bpmn,exclusiveGateway,3,Flow Objects
ex03_writer0008.bpmn,dataObjectReference,2,Uncategorized
ex03_writer0008.bpmn,startEvent,2,Flow Objects
ex03_writer0008.bpmn,dataObject,2,Artifacts
ex03_writer0008.bpmn,process,1,Uncategorized
ex03_writer0008.bpmn,dataOutputAssociation,1,Uncategorized
ex03_writer0008.bpmn,dataStoreReference,1,Uncategorized
ex03_writer0008.bpmn,laneSet,1,Swim Lanes
