File,Tag,Occurrences,Category
ex04_writer0008.bpmn,outgoing,15,Connecting Objects
ex04_writer0008.bpmn,incoming,15,Connecting Objects
ex04_writer0008.bpmn,sequenceFlow,15,Connecting Objects
ex04_writer0008.bpmn,flowNodeRef,14,Uncategorized
ex04_writer0008.bpmn,task,6,Flow Objects
ex04_writer0008.bpmn,exclusiveGateway,5,Flow Objects
ex04_writer0008.bpmn,targetRef,5,Connecting Objects
ex04_writer0008.bpmn,messageEventDefinition,3,Uncategorized
ex04_writer0008.bpmn,property,3,Uncategorized
ex04_writer0008.bpmn,dataInputAssociation,3,Uncategorized
ex04_writer0008.bpmn,sourceRef,3,Connecting Objects
ex04_writer0008.bpmn,dataOutputAssociation,2,Uncategorized
ex04_writer0008.bpmn,dataObjectReference,2,Uncategorized
ex04_writer0008.bpmn,lane,2,Swim Lanes
ex04_writer0008.bpmn,endEvent,2,Flow Objects
ex04_writer0008.bpmn,dataObject,2,Artifacts
ex04_writer0008.bpmn,process,1,Uncategorized
ex04_writer0008.bpmn,dataStoreReference,1,Uncategorized
ex04_writer0008.bpmn,laneSet,1,Swim Lanes
ex04_writer0008.bpmn,startEvent,1,Flow Objects
ex04_writer0013.bpmn,incoming,13,Connecting Objects
ex04_writer0013.bpmn,outgoing,13,Connecting Objects
ex04_writer0013.bpmn,sequenceFlow,13,Connecting Objects
ex04_writer0013.bpmn,targetRef,7,Connecting Objects
ex04_writer0013.bpmn,dataInputAssociation,5,Uncategorized
ex04_writer0013.bpmn,sourceRef,5,Connecting Objects
ex04_writer0013.bpmn,property,4,Uncategorized
ex04_writer0013.bpmn,task,4,Flow Objects
ex04_writer0013.bpmn,messageEventDefinition,3,Uncategorized
ex04_writer0013.bpmn,dataObjectReference,3,Uncategorized
ex04_writer0013.bpmn,dataObject,3,Artifacts
ex04_writer0013.bpmn,process,2,Uncategorized
ex04_writer0013.bpmn,dataOutputAssociation,2,Uncategorized
ex04_writer0013.bpmn,exclusiveGateway,2,Flow Objects
ex04_writer0013.bpmn,parallelGateway,2,Flow Objects
ex04_writer0013.bpmn,intermediateThrowEvent,1,Flow Objects
ex04_writer0013.bpmn,intermediateCatchEvent,1,Flow Objects
ex04_writer0013.bpmn,endEvent,1,Flow Objects
ex04_writer0013.bpmn,startEvent,1,Flow Objects
ex04_writer0014.bpmn,outgoing,9,Connecting Objects
ex04_writer0014.bpmn,incoming,9,Connecting Objects
ex04_writer0014.bpmn,sequenceFlow,9,Connecting Objects
ex04_writer0014.bpmn,task,5,Flow Objects
ex04_writer0014.bpmn,process,2,Uncategorized
ex04_writer0014.bpmn,exclusiveGateway,2,Flow Objects
ex04_writer0014.bpmn,targetRef,2,Connecting Objects
ex04_writer0014.bpmn,messageEventDefinition,1,Uncategorized
ex04_writer0014.bpmn,dataObjectReference,1,Uncategorized
ex04_writer0014.bpmn,property,1,Uncategorized
ex04_writer0014.bpmn,dataInputAssociation,1,Uncategorized
ex04_writer0014.bpmn,dataOutputAssociation,1,Uncategorized
ex04_writer0014.bpmn,startEvent,1,Flow Objects
ex04_writer0014.bpmn,endEvent,1,Flow Objects
ex04_writer0014.bpmn,sourceRef,1,Connecting Objects
ex04_writer0014.bpmn,dataObject,1,Artifacts
ex04_writer0019.bpmn,incoming,9,Connecting Objects
ex04_writer0019.bpmn,outgoing,9,Connecting Objects
ex04_writer0019.bpmn,sequenceFlow,9,Connecting Objects
ex04_writer0019.bpmn,task,6,Flow Objects
ex04_writer0019.bpmn,targetRef,4,Connecting Objects
ex04_writer0019.bpmn,property,3,Uncategorized
ex04_writer0019.bpmn,dataInputAssociation,3,Uncategorized
ex04_writer0019.bpmn,sourceRef,3,Connecting Objects
ex04_writer0019.bpmn,process,2,Uncategorized
ex04_writer0019.bpmn,dataOutputAssociation,1,Uncategorized
ex04_writer0019.bpmn,dataStoreReference,1,Uncategorized
ex04_writer0019.bpmn,dataObjectReference,1,Uncategorized
ex04_writer0019.bpmn,messageEventDefinition,1,Uncategorized
ex04_writer0019.bpmn,exclusiveGateway,1,Flow Objects
ex04_writer0019.bpmn,endEvent,1,Flow Objects
ex04_writer0019.bpmn,startEvent,1,Flow Objects
ex04_writer0019.bpmn,dataObject,1,Artifacts
ex04_writer0024.bpmn,flowNodeRef,13,Uncategorized
ex04_writer0024.bpmn,outgoing,13,Connecting Objects
ex04_writer0024.bpmn,incoming,13,Connecting Objects
ex04_writer0024.bpmn,sequenceFlow,13,Connecting Objects
ex04_writer0024.bpmn,targetRef,8,Connecting Objects
ex04_writer0024.bpmn,dataInputAssociation,6,Uncategorized
ex04_writer0024.bpmn,task,6,Flow Objects
ex04_writer0024.bpmn,sourceRef,6,Connecting Objects
ex04_writer0024.bpmn,property,4,Uncategorized
ex04_writer0024.bpmn,dataObjectReference,4,Uncategorized
ex04_writer0024.bpmn,dataObject,4,Artifacts
ex04_writer0024.bpmn,dataOutputAssociation,2,Uncategorized
ex04_writer0024.bpmn,messageEventDefinition,2,Uncategorized
