File,Tag,Occurrences,Category
ex08_writer0000.bpmn,incoming,13,Connecting Objects
ex08_writer0000.bpmn,outgoing,13,Connecting Objects
ex08_writer0000.bpmn,sequenceFlow,13,Connecting Objects
ex08_writer0000.bpmn,task,9,Flow Objects
ex08_writer0000.bpmn,startEvent,4,Flow Objects
ex08_writer0000.bpmn,process,2,Uncategorized
ex08_writer0000.bpmn,timerEventDefinition,2,Uncategorized
ex08_writer0000.bpmn,exclusiveGateway,2,Flow Objects
ex08_writer0000.bpmn,textAnnotation,1,Uncategorized
ex08_writer0000.bpmn,text,1,Uncategorized
ex08_writer0000.bpmn,messageEventDefinition,1,Uncategorized
ex08_writer0000.bpmn,laneSet,1,Swim Lanes
ex08_writer0000.bpmn,association,1,Flow Objects
ex08_writer0000.bpmn,endEvent,1,Flow Objects
ex08_writer0001.bpmn,incoming,22,Connecting Objects
ex08_writer0001.bpmn,outgoing,22,Connecting Objects
ex08_writer0001.bpmn,sequenceFlow,22,Connecting Objects
ex08_writer0001.bpmn,task,13,Flow Objects
ex08_writer0001.bpmn,timerEventDefinition,5,Uncategorized
ex08_writer0001.bpmn,process,3,Uncategorized
ex08_writer0001.bpmn,endEvent,3,Flow Objects
ex08_writer0001.bpmn,startEvent,3,Flow Objects
ex08_writer0001.bpmn,intermediateCatchEvent,2,Flow Objects
ex08_writer0001.bpmn,exclusiveGateway,2,Flow Objects
ex08_writer0001.bpmn,standardLoopCharacteristics,1,Uncategorized
ex08_writer0001.bpmn,textAnnotation,1,Uncategorized
ex08_writer0001.bpmn,text,1,Uncategorized
ex08_writer0001.bpmn,association,1,Flow Objects
ex08_writer0001.bpmn,subProcess,1,Flow Objects
ex08_writer0002.bpmn,incoming,14,Connecting Objects
ex08_writer0002.bpmn,outgoing,14,Connecting Objects
ex08_writer0002.bpmn,sequenceFlow,14,Connecting Objects
ex08_writer0002.bpmn,task,7,Flow Objects
ex08_writer0002.bpmn,messageEventDefinition,5,Uncategorized
ex08_writer0002.bpmn,startEvent,4,Flow Objects
ex08_writer0002.bpmn,process,3,Uncategorized
ex08_writer0002.bpmn,endEvent,3,Flow Objects
ex08_writer0002.bpmn,timerEventDefinition,2,Uncategorized
ex08_writer0002.bpmn,textAnnotation,2,Uncategorized
ex08_writer0002.bpmn,text,2,Uncategorized
ex08_writer0002.bpmn,exclusiveGateway,2,Flow Objects
ex08_writer0002.bpmn,association,2,Flow Objects
ex08_writer0002.bpmn,intermediateCatchEvent,1,Flow Objects
ex08_writer0003.bpmn,incoming,23,Connecting Objects
ex08_writer0003.bpmn,outgoing,23,Connecting Objects
ex08_writer0003.bpmn,sequenceFlow,23,Connecting Objects
ex08_writer0003.bpmn,task,11,Flow Objects
ex08_writer0003.bpmn,process,3,Uncategorized
ex08_writer0003.bpmn,textAnnotation,3,Uncategorized
ex08_writer0003.bpmn,text,3,Uncategorized
ex08_writer0003.bpmn,messageEventDefinition,3,Uncategorized
ex08_writer0003.bpmn,startEvent,3,Flow Objects
ex08_writer0003.bpmn,endEvent,3,Flow Objects
ex08_writer0003.bpmn,association,3,Flow Objects
ex08_writer0003.bpmn,intermediateCatchEvent,3,Flow Objects
ex08_writer0003.bpmn,timerEventDefinition,2,Uncategorized
ex08_writer0003.bpmn,multiInstanceLoopCharacteristics,2,Uncategorized
ex08_writer0003.bpmn,laneSet,2,Swim Lanes
ex08_writer0003.bpmn,exclusiveGateway,2,Flow Objects
ex08_writer0003.bpmn,intermediateThrowEvent,2,Flow Objects
ex08_writer0003.bpmn,subProcess,1,Flow Objects
ex08_writer0004.bpmn,outgoing,19,Connecting Objects
ex08_writer0004.bpmn,sequenceFlow,19,Connecting Objects
ex08_writer0004.bpmn,incoming,19,Connecting Objects
ex08_writer0004.bpmn,task,8,Flow Objects
ex08_writer0004.bpmn,messageEventDefinition,6,Uncategorized
ex08_writer0004.bpmn,endEvent,4,Flow Objects
ex08_writer0004.bpmn,process,3,Uncategorized
ex08_writer0004.bpmn,timerEventDefinition,3,Uncategorized
ex08_writer0004.bpmn,startEvent,3,Flow Objects
ex08_writer0004.bpmn,intermediateCatchEvent,3,Flow Objects
ex08_writer0004.bpmn,intermediateThrowEvent,2,Flow Objects
ex08_writer0004.bpmn,subProcess,1,Flow Objects
ex08_writer0004.bpmn,exclusiveGateway,1,Flow Objects
ex08_writer0005.bpmn,outgoing,15,Connecting Objects
ex08_writer0005.bpmn,incoming,15,Connecting Objects
ex08_writer0005.bpmn,sequenceFlow,15,Connecting Objects
ex08_writer0005.bpmn,task,10,Flow Objects
ex08_writer0005.bpmn,multiInstanceLoopCharacteristics,7,Uncategorized
ex08_writer0005.bpmn,exclusiveGateway,3,Flow Objects
ex08_writer0005.bpmn,process,2,Uncategorized
ex08_writer0005.bpmn,timerEventDefinition,2,Uncategorized
ex08_writer0005.bpmn,textAnnotation,2,Uncategorized
ex08_writer0005.bpmn,text,2,Uncategorized
ex08_writer0005.bpmn,endEvent,2,Flow Objects
ex08_writer0005.bpmn,association,2,Flow Objects
ex08_writer0005.bpmn,standardLoopCharacteristics,1,Uncategorized
ex08_writer0005.bpmn,laneSet,1,Swim Lanes
ex08_writer0005.bpmn,startEvent,1,Flow Objects
ex08_writer0005.bpmn,intermediateCatchEvent,1,Flow Objects
ex08_writer0007.bpmn,incoming,11,Connecting Objects
ex08_writer0007.bpmn,outgoing,11,Connecting Objects
ex08_writer0007.bpmn,sequenceFlow,11,Connecting Objects
ex08_writer0007.bpmn,messageEventDefinition,6,Uncategorized
ex08_writer0007.bpmn,task,4,Flow Objects
ex08_writer0007.bpmn,intermediateCatchEvent,3,Flow Objects
ex08_writer0007.bpmn,process,2,Uncategorized
ex08_writer0007.bpmn,timerEventDefinition,2,Uncategorized
ex08_writer0007.bpmn,endEvent,2,Flow Objects
ex08_writer0007.bpmn,intermediateThrowEvent,2,Flow Objects
ex08_writer0007.bpmn,startEvent,2,Flow Objects
ex08_writer0008.bpmn,incoming,18,Connecting Objects
