file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.00011076525868790698
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.0009606680356163081
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.00072433765874674
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0007392782514393303
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.0008095227179662472
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.00023362562066830915
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.00020377603263445175
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.0003461624949379163
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.0005236549246028267
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00022183917114576557
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.0009323298451341945
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.00022544231312681204
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.00020719849306027448
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0002751960982260815
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.0002382146346651036
TOTAL_APP,0.007165709627994721
