file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.00011127582403639082
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.00011159423960396715
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.00011133208853081828
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0001120678905862754
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.000111554998883025
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.0001126601106540349
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.00011147614448938633
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.00011420569397549391
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.00011258457189165359
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00011332666782983586
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.00011206187287690395
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.00011126380977014687
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.00011065049452498053
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.00011068249380621747
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.0004309301532160131
TOTAL_APP,0.0024159260174393426
