node,total_emissions
generate_query_node,2.3614351810654361e-07
cache_context_node,7.52680159363853e-08
model_generation_node,0.00011101017839668228
model_validation_node,9.169893027799345e-05
model_validation_node,0.00018086506329645596
model_validation_node,1.1857154318006037e-07
model_generation_node,1.333235059835881e-07
model_validation_node,1.055224755588637e-07
model_validation_node,1.263274278840646e-07
model_validation_node,9.963129272165013e-08
FILE_2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.0006649059259880802
