total_emissions,file_name
0.00020026906359537513,2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy
0.000658935706700923,2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy
0.0004809706191532664,2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy
0.0004064945829839119,2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy
0.00023345963601863748,2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy
0.0003992807087186128,2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy
0.00046603137543655624,2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy
0.00043133251070947664,2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy
0.0003238908536049138,2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy
0.0004210081832263814,2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy
0.00046809949029272247,2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy
0.0005011146751660255,2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy
0.0005360337826671966,2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy
0.0005067242059174458,2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy
0.00022375846401659393,2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy
0.006671290232371779,TOTAL_APP
