node,total_emissions
generate_query_node,5.24768409306068e-08
cache_context_node,1.6193083782955102e-07
model_generation_node,3.8888321326702284e-05
model_validation_node,2.979756919130598e-05
model_validation_node,3.521650715439789e-05
model_validation_node,3.1249970317154464e-05
model_generation_node,1.3813070716658806e-07
model_validation_node,2.6119578497459313e-07
model_validation_node,1.448321221604312e-07
model_validation_node,1.2192000253852815e-07
FILE_2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.0004115563100688738
