node,total_emissions
generate_query_node,6.440975900998897e-08
cache_context_node,4.81688514828481e-08
model_generation_node,3.470515016616981e-05
model_validation_node,3.930974477986563e-05
model_validation_node,3.886083632408431e-05
model_validation_node,3.5533529643220985e-05
model_generation_node,1.5179566127923845e-07
model_validation_node,4.722407600217456e-05
model_validation_node,1.0369417023218753e-07
FILE_2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.000441934929618395
