node,total_emissions
generate_query_node,8.601848705566628e-08
cache_context_node,4.644727575885598e-08
model_generation_node,7.023686600558977e-08
model_validation_node,3.3612714979027077e-05
model_validation_node,2.9976046253435004e-05
model_validation_node,3.0458954222172665e-05
model_generation_node,1.3440432199290143e-07
model_validation_node,3.122585596366874e-05
model_validation_node,2.9204642102699987e-05
model_validation_node,8.726784160597374e-08
FILE_2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0004260281380541623
