file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.0004115563100688738
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.000924131602269583
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.0005008533158732641
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0004260281380541623
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.0005167779097813187
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.000441934929618395
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.0004723321058735119
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.0004516837452973158
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.0005091875275003385
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00014292718629236857
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.00022342170693536828
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.00013623189682268011
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0003030500746934292
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0002916285991959147
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.000511525049177435
TOTAL_APP,0.006677291573548915
