node,total_emissions
generate_query_node,5.768101425675379e-08
cache_context_node,3.828975182653853e-08
model_generation_node,0.000103218323222323
model_validation_node,0.0001080539684862929
model_validation_node,9.579101652197146e-05
model_validation_node,0.00011100972746518208
model_generation_node,1.7030149056886737e-07
model_validation_node,9.176549413043122e-05
model_validation_node,0.00010140814971136278
model_validation_node,8.446579837450362e-08
FILE_2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.0008850681401969427
