file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,24.800323724746704
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,24.932913064956665
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,24.88114857673645
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,24.728878498077393
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,24.85663414001465
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,24.759278059005737
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,24.61728572845459
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,24.597626209259033
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,44.42851543426514
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,164.30394864082336
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,154.6640660762787
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,43.079378604888916
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,46.129138231277466
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,155.23695707321167
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,53.80798149108887
TOTAL_APP,860.4391207695007
