file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,25.042340755462646
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,25.0482337474823
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,25.088959455490112
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,25.14996647834778
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,25.09842300415039
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,25.30923342704773
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,25.094324111938477
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,26.00262951850891
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,25.3682804107666
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,25.414035320281982
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,25.147969484329224
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,24.961731910705566
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,24.97942876815796
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,24.959075212478638
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,82.64127230644226
TOTAL_APP,436.11162281036377
