file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,40.51452970504761
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,180.46308946609497
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,165.03807091712952
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,149.94018125534058
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,127.94623017311096
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,181.0302119255066
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,45.05848956108093
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,69.15250492095947
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,49.620726585388184
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,147.75065231323242
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,148.33132600784302
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,47.20094919204712
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,48.80926299095154
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,45.008623361587524
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,184.47359251976013
TOTAL_APP,1634.513744354248
