file,total_tokens,execution_time,tokens_per_second,total_cost
ex00_writer0001.bpmn,10773,20.40126872062683,528.055394373973,0.0014347
ex01_writer0001.bpmn,10656,12.616090774536133,844.6356474786699,0.0013977999999999998
ex02_writer0001.bpmn,15756,48.417630195617676,325.4186530059889,0.0029263999999999996
ex03_writer0001.bpmn,14498,0.0019996166229248047,7250389.816620961,0.0025299999999999997
ex03_writer0001_1_0.bpmn,19652,53.943602085113525,364.3064096645344,0.0030453999999999998
ex03_writer0001_1_1.bpmn,19652,0.00099945068359375,19662801.09923664,0.0030453999999999998
ex03_writer0001_1_2.bpmn,19652,0.0020096302032470703,9778913.537548939,0.0030453999999999998
ex03_writer0001_2_0.bpmn,19652,0.0010008811950683594,19634698.000952836,0.0030453999999999998
ex03_writer0001_2_1.bpmn,19652,0.00099945068359375,19662801.09923664,0.0030453999999999998
ex04_writer0008.bpmn,11402,17.169220209121704,664.0953905374408,0.0015961999999999999
ex05_writer0013.bpmn,12024,25.13901996612549,478.3002685149297,0.0017972
ex07_writer0000.bpmn,11528,0.0010023117065429688,11501412.110371076,0.0016263999999999999
ex07_writer0000_1_0.bpmn,13588,21.183512449264526,641.4422552701718,0.0018327999999999999
ex07_writer0000_1_1.bpmn,13590,17.122111797332764,793.7105049224718,0.001833
ex07_writer0000_1_2.bpmn,13590,0.002000570297241211,6793062.967465141,0.001833
ex07_writer0000_2_0.bpmn,13588,0.0010004043579101562,13582507.805529075,0.0018327999999999999
ex07_writer0000_2_1.bpmn,13590,0.0020058155059814453,6775299.103767978,0.001833
ex08_writer0000.bpmn,12610,0.002000570297241211,6303202.650458825,0.0019161999999999998
ex08_writer0000_1_0.bpmn,15156,21.978020906448364,689.5980336224551,0.0021216
ex08_writer0000_1_1.bpmn,14910,36.71829676628113,406.0645866801763,0.002097
ex08_writer0000_1_2.bpmn,14910,0.002024412155151367,7365101.0057708165,0.002097
ex08_writer0000_2_0.bpmn,15156,0.002138853073120117,7086040.73392041,0.0021216
ex08_writer0000_2_1.bpmn,14910,0.0009908676147460938,15047418.825794032,0.002097
ex09_writer0002.bpmn,11351,15.094902753829956,751.9756957109224,0.0015183
ex09_writer0002_1_0.bpmn,12792,14.191765308380127,901.3677806838043,0.0016814
ex10_writer0000.bpmn,11516,18.529891967773438,621.4823065362841,0.0016389999999999998
