node,total_emissions
generate_query_node,1.2965026114629727e-07
cache_context_node,5.996909099068839e-08
model_generation_node,4.1576623489541574e-05
model_validation_node,4.004798296024199e-05
model_validation_node,4.267585985158381e-05
model_validation_node,3.927750947540405e-05
model_generation_node,1.3693127734837687e-07
model_validation_node,4.231615683891573e-05
model_validation_node,4.067900970342225e-05
model_validation_node,1.4501074425619292e-07
FILE_2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.0005245178947086235
