node,total_emissions
generate_query_node,5.4680002567635726e-08
cache_context_node,5.9440120800927806e-08
model_generation_node,4.134425907628572e-05
model_validation_node,4.2635385650678134e-05
model_validation_node,4.215661253049666e-05
model_validation_node,3.999615543175487e-05
model_generation_node,1.8665118490058076e-07
model_validation_node,3.990418280597396e-05
model_validation_node,4.035075869750379e-05
model_validation_node,1.3067173523509612e-07
FILE_2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.0005247983325214867
