node,total_emissions
generate_query_node,7.037384434709381e-08
cache_context_node,5.305589446652891e-08
model_generation_node,1.1887106812305089e-07
model_validation_node,3.373218288981079e-05
model_validation_node,3.312932748658576e-05
model_validation_node,3.484216663303158e-05
model_generation_node,1.2840171045127053e-07
model_validation_node,3.580240114722387e-05
model_validation_node,3.4145415492058964e-05
model_validation_node,1.6285113868706427e-07
FILE_2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0004513477236203604
