file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.00034779026217548293
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.0004544378697737922
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.0004858956520860786
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.0004513477236203604
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.0004635171150038122
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.0005658419952800976
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.0004564458381240712
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.0005062657798495312
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.0005245178947086235
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00047725262646114826
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.0005205796668777223
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.0005247983325214867
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0005268530028432402
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0005312047462507206
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.00034187704025761016
TOTAL_APP,0.007586866192096082
