node,total_emissions
generate_query_node,7.217440115081985e-08
cache_context_node,7.693483951582254e-08
model_generation_node,4.07943353774125e-05
model_validation_node,4.214861290085443e-05
model_validation_node,4.083830583804793e-05
model_validation_node,4.008847843088112e-05
model_generation_node,1.2291282547527263e-07
model_validation_node,4.233381854687869e-05
model_validation_node,4.7189829342558514e-05
model_validation_node,1.5430979068092334e-07
FILE_2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0005312047462507206
