file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,24.761532068252563
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,24.906620740890503
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,201.42944836616516
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,24.984384298324585
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,24.642401456832886
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,24.811473846435547
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,25.069406032562256
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,24.867141723632812
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,43.53341722488403
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,149.57814168930054
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,170.02689146995544
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,42.24986815452576
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,43.1165566444397
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,142.75397276878357
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,104.50110530853271
TOTAL_APP,1071.9620909690857
