File,Tag,Occurrences
Ex00_writer-LLM-mistral-small-latest-0.0,incoming,10
Ex00_writer-LLM-mistral-small-latest-0.0,SequenceFlow,10
Ex00_writer-LLM-mistral-small-latest-0.0,sourceRef,10
Ex00_writer-LLM-mistral-small-latest-0.0,targetRef,10
Ex00_writer-LLM-mistral-small-latest-0.0,outgoing,9
Ex00_writer-LLM-mistral-small-latest-0.0,Task,6
Ex00_writer-LLM-mistral-small-latest-0.0,EndEvent,2
Ex00_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex00_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex00_writer-LLM-mistral-small-latest-0.0,ParallelGateway,1
Ex00_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex00_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex01_writer-LLM-mistral-small-latest-0.0,SequenceFlow,10
Ex01_writer-LLM-mistral-small-latest-0.0,sourceRef,10
Ex01_writer-LLM-mistral-small-latest-0.0,targetRef,10
Ex01_writer-LLM-mistral-small-latest-0.0,outgoing,8
Ex01_writer-LLM-mistral-small-latest-0.0,incoming,8
Ex01_writer-LLM-mistral-small-latest-0.0,Task,5
Ex01_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex01_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex01_writer-LLM-mistral-small-latest-0.0,ParallelGateway,1
Ex01_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex01_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex01_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex02_writer-LLM-mistral-small-latest-0.0,SequenceFlow,23
Ex02_writer-LLM-mistral-small-latest-0.0,sourceRef,23
Ex02_writer-LLM-mistral-small-latest-0.0,targetRef,23
Ex02_writer-LLM-mistral-small-latest-0.0,incoming,20
Ex02_writer-LLM-mistral-small-latest-0.0,outgoing,19
Ex02_writer-LLM-mistral-small-latest-0.0,UserTask,10
Ex02_writer-LLM-mistral-small-latest-0.0,DataObject,6
Ex02_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,4
Ex02_writer-LLM-mistral-small-latest-0.0,lanes,3
Ex02_writer-LLM-mistral-small-latest-0.0,DataStore,3
Ex02_writer-LLM-mistral-small-latest-0.0,ParallelGateway,2
Ex02_writer-LLM-mistral-small-latest-0.0,EndEvent,2
Ex02_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex02_writer-LLM-mistral-small-latest-0.0,SubProcess,1
Ex02_writer-LLM-mistral-small-latest-0.0,Task,1
Ex02_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex03_writer-LLM-mistral-small-latest-0.0,SequenceFlow,18
Ex03_writer-LLM-mistral-small-latest-0.0,sourceRef,18
Ex03_writer-LLM-mistral-small-latest-0.0,targetRef,18
Ex03_writer-LLM-mistral-small-latest-0.0,incoming,16
Ex03_writer-LLM-mistral-small-latest-0.0,outgoing,15
Ex03_writer-LLM-mistral-small-latest-0.0,UserTask,12
Ex03_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,2
Ex03_writer-LLM-mistral-small-latest-0.0,EndEvent,2
Ex03_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex03_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex03_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex04_writer-LLM-mistral-small-latest-0.0,SequenceFlow,8
Ex04_writer-LLM-mistral-small-latest-0.0,sourceRef,8
Ex04_writer-LLM-mistral-small-latest-0.0,targetRef,8
Ex04_writer-LLM-mistral-small-latest-0.0,outgoing,7
Ex04_writer-LLM-mistral-small-latest-0.0,incoming,7
Ex04_writer-LLM-mistral-small-latest-0.0,UserTask,5
Ex04_writer-LLM-mistral-small-latest-0.0,DataObject,3
Ex04_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex04_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex04_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex04_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex04_writer-LLM-mistral-small-latest-0.0,lanes,1
Ex04_writer-LLM-mistral-small-latest-0.0,DataStore,1
Ex05_writer-LLM-mistral-small-latest-0.0,SequenceFlow,11
Ex05_writer-LLM-mistral-small-latest-0.0,sourceRef,11
Ex05_writer-LLM-mistral-small-latest-0.0,targetRef,11
Ex05_writer-LLM-mistral-small-latest-0.0,outgoing,10
Ex05_writer-LLM-mistral-small-latest-0.0,incoming,10
Ex05_writer-LLM-mistral-small-latest-0.0,UserTask,8
Ex05_writer-LLM-mistral-small-latest-0.0,lanes,3
Ex05_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex05_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex05_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex05_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex07_writer-LLM-mistral-small-latest-0.0,SequenceFlow,13
Ex07_writer-LLM-mistral-small-latest-0.0,sourceRef,13
Ex07_writer-LLM-mistral-small-latest-0.0,targetRef,13
Ex07_writer-LLM-mistral-small-latest-0.0,outgoing,11
Ex07_writer-LLM-mistral-small-latest-0.0,incoming,11
Ex07_writer-LLM-mistral-small-latest-0.0,UserTask,7
Ex07_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,3
Ex07_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex07_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex07_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex07_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex08_writer-LLM-mistral-small-latest-0.0,outgoing,16
Ex08_writer-LLM-mistral-small-latest-0.0,incoming,16
Ex08_writer-LLM-mistral-small-latest-0.0,SequenceFlow,16
