File,Tag,Occurrences
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,13
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,13
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,13
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,11
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,10
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,6
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,ParallelGateway,2
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,2
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,0
Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,0
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,10
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,10
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,10
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,8
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,8
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,Task,5
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,ParallelGateway,1
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,0
Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,0
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,7
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,7
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,7
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,6
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,6
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,5
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1
Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,14
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,14
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,14
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,12
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,11
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,ServiceTask,4
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,3
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,3
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,2
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,8
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,8
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,8
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,7
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,7
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,5
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,1
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,9
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,9
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,9
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,9
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,9
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,6
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,2
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1
Ex05_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,8
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,8
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,8
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,6
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,6
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,5
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,2
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,CallActivity,1
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,SubProcess,1
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1
Ex07_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,6
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,6
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,6
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,6
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,6
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,5
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1
Ex08_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,10
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,10
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,10
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,9
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,8
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,6
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,3
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,ServiceTask,2
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1
Ex09_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,11
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,11
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,11
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,9
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,6
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,ServiceTask,3
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,3
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,2
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,2
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1
Ex10_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1
