File,Tag,Occurrences
Ex00_writer-LLM-mistral-small-latest-0.0,incoming,9
Ex00_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9
Ex00_writer-LLM-mistral-small-latest-0.0,sourceRef,9
Ex00_writer-LLM-mistral-small-latest-0.0,targetRef,9
Ex00_writer-LLM-mistral-small-latest-0.0,outgoing,8
Ex00_writer-LLM-mistral-small-latest-0.0,Task,6
Ex00_writer-LLM-mistral-small-latest-0.0,EndEvent,2
Ex00_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex00_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex00_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex00_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex01_writer-LLM-mistral-small-latest-0.0,SequenceFlow,10
Ex01_writer-LLM-mistral-small-latest-0.0,sourceRef,10
Ex01_writer-LLM-mistral-small-latest-0.0,targetRef,10
Ex01_writer-LLM-mistral-small-latest-0.0,outgoing,8
Ex01_writer-LLM-mistral-small-latest-0.0,incoming,8
Ex01_writer-LLM-mistral-small-latest-0.0,Task,5
Ex01_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex01_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex01_writer-LLM-mistral-small-latest-0.0,ParallelGateway,1
Ex01_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex01_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex01_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex02_writer-LLM-mistral-small-latest-0.0,SequenceFlow,5
Ex02_writer-LLM-mistral-small-latest-0.0,sourceRef,5
Ex02_writer-LLM-mistral-small-latest-0.0,targetRef,5
Ex02_writer-LLM-mistral-small-latest-0.0,outgoing,4
Ex02_writer-LLM-mistral-small-latest-0.0,incoming,4
Ex02_writer-LLM-mistral-small-latest-0.0,UserTask,2
Ex02_writer-LLM-mistral-small-latest-0.0,DataObject,2
Ex02_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex02_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex02_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex02_writer-LLM-mistral-small-latest-0.0,lanes,1
Ex02_writer-LLM-mistral-small-latest-0.0,DataStore,1
Ex02_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex03_writer-LLM-mistral-small-latest-0.0,SequenceFlow,17
Ex03_writer-LLM-mistral-small-latest-0.0,sourceRef,17
Ex03_writer-LLM-mistral-small-latest-0.0,targetRef,17
Ex03_writer-LLM-mistral-small-latest-0.0,incoming,16
Ex03_writer-LLM-mistral-small-latest-0.0,outgoing,15
Ex03_writer-LLM-mistral-small-latest-0.0,UserTask,5
Ex03_writer-LLM-mistral-small-latest-0.0,ServiceTask,5
Ex03_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,4
Ex03_writer-LLM-mistral-small-latest-0.0,EndEvent,2
Ex03_writer-LLM-mistral-small-latest-0.0,lanes,2
Ex03_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex03_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex04_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9
Ex04_writer-LLM-mistral-small-latest-0.0,sourceRef,9
Ex04_writer-LLM-mistral-small-latest-0.0,targetRef,9
Ex04_writer-LLM-mistral-small-latest-0.0,outgoing,8
Ex04_writer-LLM-mistral-small-latest-0.0,incoming,8
Ex04_writer-LLM-mistral-small-latest-0.0,UserTask,5
Ex04_writer-LLM-mistral-small-latest-0.0,DataObject,3
Ex04_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex04_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex04_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex04_writer-LLM-mistral-small-latest-0.0,IntermediateCatchEvent,1
Ex04_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex04_writer-LLM-mistral-small-latest-0.0,lanes,1
Ex04_writer-LLM-mistral-small-latest-0.0,DataStore,1
Ex05_writer-LLM-mistral-small-latest-0.0,SequenceFlow,15
Ex05_writer-LLM-mistral-small-latest-0.0,sourceRef,15
Ex05_writer-LLM-mistral-small-latest-0.0,targetRef,15
Ex05_writer-LLM-mistral-small-latest-0.0,outgoing,12
Ex05_writer-LLM-mistral-small-latest-0.0,incoming,12
Ex05_writer-LLM-mistral-small-latest-0.0,UserTask,8
Ex05_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,3
Ex05_writer-LLM-mistral-small-latest-0.0,lanes,2
Ex05_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex05_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex05_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex07_writer-LLM-mistral-small-latest-0.0,SequenceFlow,11
Ex07_writer-LLM-mistral-small-latest-0.0,sourceRef,11
Ex07_writer-LLM-mistral-small-latest-0.0,targetRef,11
Ex07_writer-LLM-mistral-small-latest-0.0,outgoing,9
Ex07_writer-LLM-mistral-small-latest-0.0,incoming,9
Ex07_writer-LLM-mistral-small-latest-0.0,UserTask,7
Ex07_writer-LLM-mistral-small-latest-0.0,lanes,2
Ex07_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex07_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex07_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex07_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex08_writer-LLM-mistral-small-latest-0.0,outgoing,9
Ex08_writer-LLM-mistral-small-latest-0.0,incoming,9
Ex08_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9
Ex08_writer-LLM-mistral-small-latest-0.0,sourceRef,9
Ex08_writer-LLM-mistral-small-latest-0.0,targetRef,9
Ex08_writer-LLM-mistral-small-latest-0.0,UserTask,8
Ex08_writer-LLM-mistral-small-latest-0.0,laneSets,2
Ex08_writer-LLM-mistral-small-latest-0.0,lanes,2
Ex08_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex08_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex09_writer-LLM-mistral-small-latest-0.0,outgoing,9
Ex09_writer-LLM-mistral-small-latest-0.0,incoming,9
Ex09_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9
Ex09_writer-LLM-mistral-small-latest-0.0,sourceRef,9
Ex09_writer-LLM-mistral-small-latest-0.0,targetRef,9
Ex09_writer-LLM-mistral-small-latest-0.0,UserTask,7
Ex09_writer-LLM-mistral-small-latest-0.0,lanes,2
Ex09_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex09_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex09_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex09_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex10_writer-LLM-mistral-small-latest-0.0,SequenceFlow,21
Ex10_writer-LLM-mistral-small-latest-0.0,sourceRef,21
Ex10_writer-LLM-mistral-small-latest-0.0,targetRef,21
Ex10_writer-LLM-mistral-small-latest-0.0,Task,9
Ex10_writer-LLM-mistral-small-latest-0.0,SendTask,6
Ex10_writer-LLM-mistral-small-latest-0.0,IntermediateCatchEvent,4
Ex10_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,4
Ex10_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex10_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex10_writer-LLM-mistral-small-latest-0.0,lanes,0
