File,Tag,Occurrences
Ex00_writer-LLM-mistral-large-latest-0.0,incoming,9
Ex00_writer-LLM-mistral-large-latest-0.0,SequenceFlow,9
Ex00_writer-LLM-mistral-large-latest-0.0,sourceRef,9
Ex00_writer-LLM-mistral-large-latest-0.0,targetRef,9
Ex00_writer-LLM-mistral-large-latest-0.0,outgoing,8
Ex00_writer-LLM-mistral-large-latest-0.0,Task,6
Ex00_writer-LLM-mistral-large-latest-0.0,EndEvent,2
Ex00_writer-LLM-mistral-large-latest-0.0,StartEvent,1
Ex00_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1
Ex00_writer-LLM-mistral-large-latest-0.0,laneSets,0
Ex00_writer-LLM-mistral-large-latest-0.0,lanes,0
Ex01_writer-LLM-mistral-large-latest-0.0,SequenceFlow,8
Ex01_writer-LLM-mistral-large-latest-0.0,sourceRef,8
Ex01_writer-LLM-mistral-large-latest-0.0,targetRef,8
Ex01_writer-LLM-mistral-large-latest-0.0,outgoing,7
Ex01_writer-LLM-mistral-large-latest-0.0,incoming,7
Ex01_writer-LLM-mistral-large-latest-0.0,Task,5
Ex01_writer-LLM-mistral-large-latest-0.0,StartEvent,1
Ex01_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1
Ex01_writer-LLM-mistral-large-latest-0.0,EndEvent,1
Ex01_writer-LLM-mistral-large-latest-0.0,laneSets,0
Ex01_writer-LLM-mistral-large-latest-0.0,lanes,0
Ex02_writer-LLM-mistral-large-latest-0.0,SequenceFlow,8
Ex02_writer-LLM-mistral-large-latest-0.0,sourceRef,8
Ex02_writer-LLM-mistral-large-latest-0.0,targetRef,8
Ex02_writer-LLM-mistral-large-latest-0.0,outgoing,5
Ex02_writer-LLM-mistral-large-latest-0.0,incoming,5
Ex02_writer-LLM-mistral-large-latest-0.0,UserTask,3
Ex02_writer-LLM-mistral-large-latest-0.0,lanes,2
Ex02_writer-LLM-mistral-large-latest-0.0,StartEvent,1
Ex02_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1
Ex02_writer-LLM-mistral-large-latest-0.0,EndEvent,1
Ex02_writer-LLM-mistral-large-latest-0.0,laneSets,1
Ex03_writer-LLM-mistral-large-latest-0.0,SequenceFlow,14
Ex03_writer-LLM-mistral-large-latest-0.0,sourceRef,14
Ex03_writer-LLM-mistral-large-latest-0.0,targetRef,14
Ex03_writer-LLM-mistral-large-latest-0.0,incoming,12
Ex03_writer-LLM-mistral-large-latest-0.0,outgoing,11
Ex03_writer-LLM-mistral-large-latest-0.0,Task,5
Ex03_writer-LLM-mistral-large-latest-0.0,UserTask,4
Ex03_writer-LLM-mistral-large-latest-0.0,EndEvent,2
Ex03_writer-LLM-mistral-large-latest-0.0,lanes,2
Ex03_writer-LLM-mistral-large-latest-0.0,DataObject,2
Ex03_writer-LLM-mistral-large-latest-0.0,StartEvent,1
Ex03_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1
Ex03_writer-LLM-mistral-large-latest-0.0,laneSets,1
Ex04_writer-LLM-mistral-large-latest-0.0,SequenceFlow,10
Ex04_writer-LLM-mistral-large-latest-0.0,sourceRef,10
Ex04_writer-LLM-mistral-large-latest-0.0,targetRef,10
Ex04_writer-LLM-mistral-large-latest-0.0,outgoing,9
Ex04_writer-LLM-mistral-large-latest-0.0,incoming,9
Ex04_writer-LLM-mistral-large-latest-0.0,UserTask,7
Ex04_writer-LLM-mistral-large-latest-0.0,DataObject,3
Ex04_writer-LLM-mistral-large-latest-0.0,StartEvent,1
Ex04_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1
