total_emissions,node
6.2927161739036165e-06,generate_query_node
1.2065930888082077e-07,cache_context_node
0.0006846472081545623,model_generation_node
0.0005821783686533295,model_validation_node
0.0006388704314244308,model_validation_node
0.0008148676474713763,model_validation_node
5.516949798845275e-06,model_generation_node
1.0688967082488222e-07,model_validation_node
0.0006477141204950393,model_validation_node
1.426133308506652e-07,model_validation_node
0.005849268693793345,FILE_2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy
