file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.007876173099893025
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.003979827546892137
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.004479569577526871
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.007104736980932237
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.0019918029356532844
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.00985964683419474
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.0018509120295315947
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.0022602284088418614
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.010574922833222564
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.0020352490587295844
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.008026883387953269
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.0032097765008378847
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.0015790772078344637
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.007491178230994959
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.001799903605013772
TOTAL_APP,0.07793669088158103
