timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-29T18:25:14,cc_generate_query_node,eb4859c5-7e7d-4a4c-9bb3-004c9676e28d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0274528000009013,6.694980073328545e-08,2.4387239455023646e-06,42.5,0.0,11.876811504364014,1.929712500289801e-07,0.0,9.466478589617721e-09,2.024377286185978e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:25:20,cc_cache_context_node,f986ee38-1efe-4e7d-8d0a-a18b755048b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.044983100000536,2.055007188673807e-07,4.568398328815305e-06,42.5,0.0,11.876811504364014,5.189238194513261e-07,0.0,1.0245366489298145e-07,6.213774843443075e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:25:34,cc_model_generation_node,af8ff1b1-561a-4d99-9120-3f45cd675317,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.54121369999848,0.0006372667372175,6.67909510524512e-05,42.5,735.589092798982,11.876811504364014,0.0001115937575694,0.0017846142054658,3.071085365314803e-05,0.0019269188166884,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:25:40,cc_model_validation_node,76cec11d-7805-4a7a-bd07-14a95ecaccf8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0943560000014258,3.733320605701526e-07,3.9566329705001386e-06,42.5,0.0,11.876811504364014,9.111940972388768e-07,0.0,2.176590663934405e-07,1.128853163632317e-06,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:25:40,global_file_2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,b5c54b8d-52fa-4d6e-b264-7e22d480f120,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,30.33606619999773,0.0019859723122973,6.54657165897644e-05,42.5,0.0,11.876811504364014,0.0003567219921526,0.005550124162319,9.81862667977296e-05,0.0060050324212694,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:25:50,cc_generate_query_node,46d1a3fa-3f8f-4db9-83e0-68d71932045f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.014150700000755,5.3266353794789264e-08,3.764220412555364e-06,42.5,0.0,11.876811504364014,1.561721527524343e-07,0.0,4.890607045306597e-09,1.6106275979774086e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:25:55,cc_cache_context_node,3a065e66-8876-40ff-bd48-c72085664c0d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0214692999979888,8.227677032960311e-08,3.832298693357977e-06,42.5,0.0,11.876811504364014,2.4218270831523924e-07,0.0,6.599548258648832e-09,2.487822565738881e-07,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:26:24,cc_model_generation_node,fc302120-3ce5-4c61-b89a-54b3777fa854,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.29314370000065,0.0015155393088512,6.506375130683507e-05,42.5,664.3146276197182,11.876811504364014,0.0002741399293055,0.0042328481085007,7.558475487875582e-05,0.004582572792685,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:26:44,cc_model_validation_node,fbb8e4bf-34fd-4432-ba8c-cdad26ea6286,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.868994499996916,0.0009131356058827,6.584007268032189e-05,42.5,884.5364909844341,11.876811504364014,0.0001610905927776,0.0025561314893494,4.384809210831035e-05,0.0027610701742353,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
2025-03-29T18:27:02,cc_model_validation_node,4d7a4cf8-edbb-44b4-8911-a38120692370,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.955425299998751,0.0007917714040744,6.622695422424732e-05,42.5,714.2926571089928,11.876811504364014,0.000139898952361,0.0022157003836689,3.849897151430201e-05,0.0023940983075442,Italy,ITA,abruzzo,,,Windows-10-10.0.19045-SP0,3.9.19,2.8.3,16,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz,1,1 x NVIDIA RTX A2000 Laptop GPU,13.4024,42.3532,31.671497344970703,machine,N,1.0
