file_name,execution_time
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,24.872288465499878
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,25.210675716400146
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,25.020099401474
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,25.193363189697266
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,24.963494300842285
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,24.839447736740112
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,25.021450519561768
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,25.161683082580566
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,24.943889617919922
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,24.717448949813843
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,81.59172749519348
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,31.12137770652771
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,57.101969718933105
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,31.530645847320557
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,31.42460608482361
TOTAL_APP,483.5458037853241
