file_name,total_emissions
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,0.00014908702896679866
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,0.0003862113565455891
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,0.00020158644373327453
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,0.00016982180788888384
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,0.00020404606033575285
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,0.000271126751887637
2024-02-14 15.40 05%20-%20Hepsy%20Example-representations.aird.hepsy,0.00044681606946643586
2024-02-14 15.51 06%20-%20Sobel-representations.aird.hepsy,0.0002013859519495329
2024-02-14 15.52 07%20-%20Roberts-representations.aird.hepsy,0.00014223053573270865
2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00023084768322178222
2024-02-14 17.00 09%20-%20Susan-representations.aird.hepsy,0.00026927215759224576
2024-02-14 17.46 10%20-%20JPEG_encoder-representations.aird.hepsy,0.00014685553395013111
2024-02-14 17.58 11%20-%20JPEG%20Reduced-representations.aird.hepsy,0.00014720679005864165
2024-02-14 18.17 12%20-%20FIRFIRGCD_ext-representations.aird.hepsy,0.0002127500512738955
2024-02-14 18.30 13%20-%20FIRFIRGCD_HPV-representations.aird.hepsy,0.0001484441601552782
TOTAL_APP,0.0037510137998572183
