node,total_emissions
generate_query_node,3.719214697849488e-08
cache_context_node,4.665708226258846e-08
model_generation_node,2.5384506030094834e-05
model_validation_node,4.585245172621342e-05
model_validation_node,2.8643909997185688e-05
model_validation_node,4.874228636509454e-05
model_generation_node,1.4984289286593518e-07
model_validation_node,9.443781685034091e-08
model_validation_node,1.5815839825491107e-07
model_validation_node,7.599864173158217e-08
FILE_2024-02-14 16.25 08%20-%20RASTA-PLP-representations.aird.hepsy,0.00042365262516767517
